trackCount separated into bins (last 12 months, > 100 hits)
host,'0-100,'100-200,'200-500,'500-1000,'1000-2000,'2000-5000,'5000-10000,'10000-20000,'>20000,trackCount,hits
chlamy-organelles.ibpc.fr,345,0,0,0,0,0,0,0,0,345,
gmod.ncgas.indiana.edu,171,0,0,0,0,0,0,0,0,171,
analysis.previous.archerdx.com,336,0,0,0,0,0,0,0,0,336,
glassqa.phibred.com:8081,372,0,0,0,0,0,0,0,0,372,
apollo.janelia.org,308,0,0,0,0,0,0,0,0,308,
10.93.132.25,840,0,0,0,0,0,0,0,0,840,
urgi148:8080,121,0,0,0,0,0,0,0,0,121,
urgi.versailles.inra.fr,255,0,0,0,0,0,0,0,0,255,
162.243.149.53:8887,1262,0,0,0,0,0,0,0,0,1262,
jbrowse.jcvi.org,110,0,0,0,0,0,0,0,0,110,
www.bowhead-whale.org,887,0,0,0,0,0,0,0,0,887,
abims.sb-roscoff.fr,800,0,0,0,0,0,0,0,0,800,
mmodev2:8085,120,0,0,0,0,0,0,0,0,120,
bowhead-whale.org,184,0,0,0,0,0,0,0,0,184,
dev.novocraft.com,999,0,0,0,0,0,0,0,0,999,
shigen.nig.ac.jp,397,0,0,0,0,0,0,0,0,397,
bioinfolab.miamioh.edu,761,0,0,0,0,0,0,0,0,761,
bnlvarcaqa.labcorp.com,135,0,0,0,0,0,0,0,0,135,
134.95.254.121,111,0,0,0,0,0,0,0,0,111,
192.168.142.129,139,0,0,0,0,0,0,0,0,139,
54.68.127.47,175,0,0,0,0,0,0,0,0,175,
analysis.tch.harvard.edu,168,0,0,0,0,0,0,0,0,168,
fireflygenomebrowser.wi.mit.edu,262,0,0,0,0,0,0,0,0,262,
uw.analysis.archerdx.com,277,0,0,0,0,0,0,0,0,277,
172.20.20.243,932,0,0,0,0,0,0,0,0,932,
findfusions.com,238,0,0,0,0,0,0,0,0,238,
192.168.1.76,7314,0,0,0,0,0,0,0,0,7314,
ghost.zool.kyoto-u.ac.jp,186,0,0,0,0,0,0,0,0,186,
200.144.244.219:8080,195,0,0,0,0,0,0,0,0,195,
rtlvarca01.labcorp.com,367,0,0,0,0,0,0,0,0,367,
ufl.analysis.archerdx.com,119,0,0,0,0,0,0,0,0,119,
ijgvd.megabank.tohoku.ac.jp,3064,0,0,0,0,0,0,0,0,3064,
10.88.33.44:8443,221,0,0,0,0,0,0,0,0,221,
migale.jouy.inra.fr,128,0,0,0,0,0,0,0,0,128,
zhoulab5.rccc.ou.edu,161,0,0,0,0,0,0,0,0,161,
assay.archerdx.com,1616,0,0,0,0,0,0,0,0,1616,
217.146.218.134,125,0,0,0,0,0,0,0,0,125,
54.201.156.29,111,0,0,0,0,0,0,0,0,111,
plantgenomics.snu.ac.kr,1207,0,0,0,0,0,0,0,0,1207,
sgt.cnag.cat,108,0,0,0,0,0,0,0,0,108,
10.22.58.249,588,0,0,0,0,0,0,0,0,588,
172.20.20.228,353,0,0,0,0,0,0,0,0,353,
172.20.20.244,178,0,0,0,0,0,0,0,0,178,
target.sbg.qb.fcen.uba.ar,2596,0,0,0,0,0,0,0,0,2596,
vollbrechtlab.gdcb.iastate.edu,370,0,0,0,0,0,0,0,0,370,
sndg.qb.fcen.uba.ar,107,0,0,0,0,0,0,0,0,107,
radish.kazusa.or.jp,367,0,0,0,0,0,0,0,0,367,
demo.pieriandx.com,2325,0,0,0,0,0,0,0,0,2325,
staging.genomenext.com,140,0,0,0,0,0,0,0,0,140,
172.20.20.247,709,0,0,0,0,0,0,0,0,709,
10.21.1.56,126,0,0,0,0,0,0,0,0,126,
web.bioinformatics.ic.ac.uk,144,0,0,0,0,0,0,0,0,144,
172.17.246.179,124,0,0,0,0,0,0,0,0,124,
ebbextern.uni-muenster.de:8443,153,0,0,0,0,0,0,0,0,153,
whiteflygenomics.org,2837,0,0,0,0,0,0,0,0,2837,
192.168.1.115,3539,0,0,0,0,0,0,0,0,3539,
birdbeta.isisph.com,917,0,0,0,0,0,0,0,0,917,
bio-dev-jbrowse-01.dev.rd.rijkzwaan.net,146,0,0,0,0,0,0,0,0,146,
dxarch04.ignyta.local,1097,0,0,0,0,0,0,0,0,1097,
webapollo.science.uu.nl:8080,323,0,0,0,0,0,0,0,0,323,
bioinfo.ihb.ac.cn,484,0,0,0,0,0,0,0,0,484,
aquarius.mskcc.org,163,0,0,0,0,0,0,0,0,163,
ngs-path02.lumcnet.prod.intern:8888,758,0,0,0,0,0,0,0,0,758,
www.whiteflygenomics.org,3112,0,0,0,0,0,0,0,0,3112,
localhost:8084,398,0,0,0,0,0,0,0,0,398,
www.serioladb.org,104,0,0,0,0,0,0,0,0,104,
jserizay.site,134,0,0,0,0,0,0,0,0,134,
apollo.nematodegenomes.org,597,0,0,0,0,0,0,0,0,597,
www.jcvi.org,289,0,0,0,0,0,0,0,0,289,
www.swissregulon.unibas.ch,823,0,0,0,0,0,0,0,0,823,
thehive.otago.ac.nz:8080,600,0,0,0,0,0,0,0,0,600,
www.bio-bigdata.net,164,0,0,0,0,0,0,0,0,164,
web.malab.cn,161,0,0,0,0,0,0,0,0,161,
dh135,406,0,0,0,0,0,0,0,0,406,
msk.analysis.archerdx.com,107,0,0,0,0,0,0,0,0,107,
archer,244,0,0,0,0,0,0,0,0,244,
10.93.132.63,136,0,0,0,0,0,0,0,0,136,
185.45.23.197:5080,136,0,0,0,0,0,0,0,0,136,
galaxy.cineca.it,679,0,0,0,0,0,0,0,0,679,
hpc-bioinformatics.cineca.it,193,0,0,0,0,0,0,0,0,193,
149.165.168.238,107,0,0,0,0,0,0,0,0,107,
10.22.57.178,115,0,0,0,0,0,0,0,0,115,
knowpulse.usask.ca:8080,252,0,0,0,0,0,0,0,0,252,
54.237.218.249,116,0,0,0,0,0,0,0,0,116,
10.253.21.69,200,0,0,0,0,0,0,0,0,200,
www.genome.arizona.edu,655,0,0,0,0,0,0,0,0,655,
plmine.mpi-cbg.de:8088,6044,0,0,0,0,0,0,0,0,6044,
genome.lygos.com,307,0,0,0,0,0,0,0,0,307,
asgdb.org,129,0,0,0,0,0,0,0,0,129,
140.120.203.44,56689,0,0,0,0,0,0,0,0,56689,
kitbase.ucdavis.edu,1534,0,0,0,0,0,0,0,0,1534,
modem.hzau.edu.cn,207,0,0,0,0,0,0,0,0,207,
asm-microsvcs01.l.synthgeno.global:8989,139,0,0,0,0,0,0,0,0,139,
smic.reefgenomics.org,141,0,0,0,0,0,0,0,0,141,
dev.gensas.org:8443,114,0,0,0,0,0,0,0,0,114,
78.34.13.92:6143,373,0,0,0,0,0,0,0,0,373,
genome.setac.org,581,0,0,0,0,0,0,0,0,581,
192.168.52.128,839,0,0,0,0,0,0,0,0,839,
gene.dev203.linkdoc.com,139,0,0,0,0,0,0,0,0,139,
alejandropc:3232,102,0,0,0,0,0,0,0,0,102,
salmonbase.org,314,0,0,0,0,0,0,0,0,314,
mangobase.org,249,0,0,0,0,0,0,0,0,249,
www.gene.bio,163,0,0,0,0,0,0,0,0,163,
dev6,263,0,0,0,0,0,0,0,0,263,
odin-dev.perkinelmerdna.net,261,0,0,0,0,0,0,0,0,261,
www.vaccinium.org,568,0,0,0,0,0,0,0,0,568,
planmine.mpi-cbg.de:8088,20424,0,0,0,0,0,0,0,0,20424,
cazy212.afmb.local,767,0,0,0,0,0,0,0,0,767,
tesla.pcbi.upenn.edu,618,0,0,0,0,0,0,0,0,618,
nabic.rda.go.kr,869,0,0,0,0,0,0,0,0,869,
www.cazy.org,1251,0,0,0,0,0,0,0,0,1251,
hoekstrapero.rc.fas.harvard.edu,569,0,0,0,0,0,0,0,0,569,
bioserv02,233,0,0,0,0,0,0,0,0,233,
www.rnanet.org,393,0,0,0,0,0,0,0,0,393,
db.cbi.pku.edu.cn,630,0,0,0,0,0,0,0,0,630,
gene.linkdoc.com,144,0,0,0,0,0,0,0,0,144,
bis.zju.edu.cn,714,0,0,0,0,0,0,0,0,714,
galaxy-mel.genome.edu.au,291,0,0,0,0,0,0,0,0,291,
192.168.52.129,401,0,0,0,0,0,0,0,0,401,
10.22.57.177,140,0,0,0,0,0,0,0,0,140,
rio.nzcorp.net,462,0,0,0,0,0,0,0,0,462,
www.lisanwanglab.org,182,0,0,0,0,0,0,0,0,182,
mgap.ohsu.edu,507,0,0,0,0,0,0,0,0,507,
localhost:8301,6109,0,0,0,0,0,0,0,0,6109,
bias4.nibb.ac.jp:8113,226,0,0,0,0,0,0,0,0,226,
galaxy.ple.roche.com:8080,132,0,0,0,0,0,0,0,0,132,
210.46.80.146,933,0,0,0,0,0,0,0,0,933,
docker:8080,276,0,0,0,0,0,0,0,0,276,
rpbuvgalaxyd.ple.roche.com:8080,114,0,0,0,0,0,0,0,0,114,
isyslab.info,382,0,0,0,0,0,0,0,0,382,
ceres.snu.ac.kr:9994,440,0,0,0,0,0,0,0,0,440,
moffittdevqa.pdx.aws,124,0,0,0,0,0,0,0,0,124,
gpstest.pieriandx.com,467,0,0,0,0,0,0,0,0,467,
clevelandclinictest.pieriandx.com,112,0,0,0,0,0,0,0,0,112,
mayotest.pieriandx.com,192,0,0,0,0,0,0,0,0,192,
fahc.pieriandx.com,3084,0,0,0,0,0,0,0,0,3084,
aventus.pieriandx.com,1736,0,0,0,0,0,0,0,0,1736,
wakeforest.pieriandx.com,1013,0,0,0,0,0,0,0,0,1013,
alphagenomix.pieriandx.com,1637,0,0,0,0,0,0,0,0,1637,
moffitt.pieriandx.com,7797,0,0,0,0,0,0,0,0,7797,
uva.pieriandx.com,1737,0,0,0,0,0,0,0,0,1737,
sch.pieriandx.com,507,0,0,0,0,0,0,0,0,507,
gps.pieriandx.com,5295,0,0,0,0,0,0,0,0,5295,
cedarssinai.pieriandx.com,800,0,0,0,0,0,0,0,0,800,
northshore.pieriandx.com,1073,0,0,0,0,0,0,0,0,1073,
floridahospital.pieriandx.com,401,0,0,0,0,0,0,0,0,401,
hli.pieriandx.com,351,0,0,0,0,0,0,0,0,351,
nm.pieriandx.com,433,0,0,0,0,0,0,0,0,433,
uab.pieriandx.com,2745,0,0,0,0,0,0,0,0,2745,
nextmolecular.pieriandx.com,479,0,0,0,0,0,0,0,0,479,
192.168.1.221:8004,100,0,0,0,0,0,0,0,0,100,
sma.pieriandx.com,260,0,0,0,0,0,0,0,0,260,
dartmouth.pieriandx.com,1180,0,0,0,0,0,0,0,0,1180,
10.131.101.159:8080,139,0,0,0,0,0,0,0,0,139,
pieriandxprod.pieriandx.com,183,0,0,0,0,0,0,0,0,183,
tricoretest.pieriandx.com,132,0,0,0,0,0,0,0,0,132,
uabtest.pieriandx.com,129,0,0,0,0,0,0,0,0,129,
pieriandxopsqa.opsqa.pieriandx.com,286,0,0,0,0,0,0,0,0,286,
demoopsqa.opsqa.pieriandx.com,124,0,0,0,0,0,0,0,0,124,
mgl.pieriandx.com,233,0,0,0,0,0,0,0,0,233,
careexpress.6655.la:17916,912,0,0,0,0,0,0,0,0,912,
140.110.17.14,186,0,0,0,0,0,0,0,0,186,
192.168.72.38,160,0,0,0,0,0,0,0,0,160,
pgdx.pieriandx.com,1108,0,0,0,0,0,0,0,0,1108,
pathogenseq.lshtm.ac.uk,1397,0,0,0,0,0,0,0,0,1397,
gryc.inra.fr,7015,0,0,0,0,0,0,0,0,7015,
amphimedon.qcloud.qcif.edu.au,156,0,0,0,0,0,0,0,0,156,
localhost:3080,116,0,0,0,0,0,0,0,0,116,
chlambase.org,1457,0,0,0,0,0,0,0,0,1457,
togogenome.org,1276,0,0,0,0,0,0,0,0,1276,
langelabtools.wsu.edu,119,0,0,0,0,0,0,0,0,119,
aiptasia.reefgenomics.org,431,0,0,0,0,0,0,0,0,431,
efam.nzcorp.net,2122,0,0,0,0,0,0,0,0,2122,
regadb.bahia.fiocruz.br,233,0,0,0,0,0,0,0,0,233,
wikigenomes.org,555,0,0,0,0,0,0,0,0,555,
202.97.205.69:84,903,0,0,0,0,0,0,0,0,903,
192.248.21.78:8084,469,0,0,0,0,0,0,0,0,469,
103.25.231.42,165,0,0,0,0,0,0,0,0,165,
webs.iiitd.edu.in,195,0,0,0,0,0,0,0,0,195,
brd.isisph.com,102,0,0,0,0,0,0,0,0,102,
www.artichokegenome.unito.it,211,0,0,0,0,0,0,0,0,211,
www.wikigenomes.org,119,0,0,0,0,0,0,0,0,119,
browse2.big.ac.cn,259,0,0,0,0,0,0,0,0,259,
34.201.39.192,282,0,0,0,0,0,0,0,0,282,
uweb,115,0,0,0,0,0,0,0,0,115,
124.16.129.48,847,0,0,0,0,0,0,0,0,847,
192.168.1.119:8094,146,0,0,0,0,0,0,0,0,146,
penguin.genomics.cn,546,0,0,0,0,0,0,0,0,546,
www.rgenome.net,1817,0,0,0,0,0,0,0,0,1817,
147.100.164.47,291,0,0,0,0,0,0,0,0,291,
www.naked-mole-rat.org,802,0,0,0,0,0,0,0,0,802,
lncrna.big.ac.cn,5114,0,0,0,0,0,0,0,0,5114,
ncig-genomebrowser.anu.edu.au,191,0,0,0,0,0,0,0,0,191,
botryllus.stanford.edu,398,0,0,0,0,0,0,0,0,398,
bioinf.xmu.edu.cn,279,0,0,0,0,0,0,0,0,279,
naked-mole-rat.org,157,0,0,0,0,0,0,0,0,157,
darter2.westga.edu,438,0,0,0,0,0,0,0,0,438,
146.118.64.11,264,0,0,0,0,0,0,0,0,264,
ci.kbase.us,108,0,0,0,0,0,0,0,0,108,
cgbase.arkgene.com,452,0,0,0,0,0,0,0,0,452,
130.56.102.10,182,0,0,0,0,0,0,0,0,182,
172.22.220.29,278,0,0,0,0,0,0,0,0,278,
140.110.17.247,487,0,0,0,0,0,0,0,0,487,
beetlebase.org,106,0,0,0,0,0,0,0,0,106,
211.69.140.136,189,0,0,0,0,0,0,0,0,189,
10.71.115.70,128,0,0,0,0,0,0,0,0,128,
repeatexplorer-elixir.cerit-sc.cz,138,0,0,0,0,0,0,0,0,138,
kbase.us,112,0,0,0,0,0,0,0,0,112,
agripestbase.org,113,0,0,0,0,0,0,0,0,113,
192.168.10.222,1119,0,0,0,0,0,0,0,0,1119,
www.spinachbase.org,2059,0,0,0,0,0,0,0,0,2059,
jbrowse.alliancegenome.org,3349,0,0,0,0,0,0,0,0,3349,
arkham.exp.dc.uba.ar,1127,0,0,0,0,0,0,0,0,1127,
nike.snu.ac.kr:7776,318,0,0,0,0,0,0,0,0,318,
3dproteome.swan.ac.uk,659,0,0,0,0,0,0,0,0,659,
202.120.41.217,251,0,0,0,0,0,0,0,0,251,
pennycress.umn.edu,201,0,0,0,0,0,0,0,0,201,
dbsecsys.bhsai.org,417,0,0,0,0,0,0,0,0,417,
human3dproteome.com,2432,0,0,0,0,0,0,0,0,2432,
218.189.16.133,124,0,0,0,0,0,0,0,0,124,
sasdb.medgenome.com:9443,127,0,0,0,0,0,0,0,0,127,
202.195.250.106,103,0,0,0,0,0,0,0,0,103,
jbrowse-dev.alliancegenome.org,138,0,0,0,0,0,0,0,0,138,
10.192.36.17:8080,312,0,0,0,0,0,0,0,0,312,
proteinmodelling-server.swan.ac.uk,137,0,0,0,0,0,0,0,0,137,
peanutgr.fafu.edu.cn,609,0,0,0,0,0,0,0,0,609,
210.34.81.125,114,0,0,0,0,0,0,0,0,114,
