trackCount separated into bins (last 12 months, > 100 hits)
host,'0-100,'100-200,'200-500,'500-1000,'1000-2000,'2000-5000,'5000-10000,'10000-20000,'>20000,trackCount,hits
162.243.149.53:8887,1886,0,0,0,0,0,0,0,0,1886,
jbrowse.jcvi.org,283,0,0,0,0,0,0,0,0,283,
bioinfolab.miamioh.edu,831,0,0,0,0,0,0,0,0,831,
www.bowhead-whale.org,902,0,0,0,0,0,0,0,0,902,
abims.sb-roscoff.fr,682,0,0,0,0,0,0,0,0,682,
mmodev2:8085,119,0,0,0,0,0,0,0,0,119,
mmodev2:8080,129,0,0,0,0,0,0,0,0,129,
192.168.142.129,132,0,0,0,0,0,0,0,0,132,
shigen.nig.ac.jp,378,0,0,0,0,0,0,0,0,378,
bowhead-whale.org,161,0,0,0,0,0,0,0,0,161,
54.68.127.47,174,0,0,0,0,0,0,0,0,174,
134.95.254.121,140,0,0,0,0,0,0,0,0,140,
bnlvarcaqa.labcorp.com,164,0,0,0,0,0,0,0,0,164,
analysis.tch.harvard.edu,185,0,0,0,0,0,0,0,0,185,
fireflygenomebrowser.wi.mit.edu,262,0,0,0,0,0,0,0,0,262,
uw.analysis.archerdx.com,329,0,0,0,0,0,0,0,0,329,
172.20.20.243,932,0,0,0,0,0,0,0,0,932,
dev.novocraft.com,1022,0,0,0,0,0,0,0,0,1022,
findfusions.com,256,0,0,0,0,0,0,0,0,256,
192.168.1.76,8351,0,0,0,0,0,0,0,0,8351,
ghost.zool.kyoto-u.ac.jp,152,0,0,0,0,0,0,0,0,152,
biocluster.her.hcmr.gr,429,0,0,0,0,0,0,0,0,429,
200.144.244.219:8080,195,0,0,0,0,0,0,0,0,195,
rtlvarca01.labcorp.com,864,0,0,0,0,0,0,0,0,864,
211.192.85.237,138,0,0,0,0,0,0,0,0,138,
ufl.analysis.archerdx.com,147,0,0,0,0,0,0,0,0,147,
ijgvd.megabank.tohoku.ac.jp,2648,0,0,0,0,0,0,0,0,2648,
10.88.33.44:8443,197,0,0,0,0,0,0,0,0,197,
122.205.95.172:8080,242,0,0,0,0,0,0,0,0,242,
genome.bluhmlab.com,459,0,0,0,0,0,0,0,0,459,
repeatexplorer-elixir.cerit-sc.cz,136,0,0,0,0,0,0,0,0,136,
reswebdev301.gene.com,125,0,0,0,0,0,0,0,0,125,
134.121.85.160:8080,228,0,0,0,0,0,0,0,0,228,
assay.archerdx.com,1431,0,0,0,0,0,0,0,0,1431,
plantgenomics.snu.ac.kr,1058,0,0,0,0,0,0,0,0,1058,
zhoulab5.rccc.ou.edu,126,0,0,0,0,0,0,0,0,126,
10.22.58.249,467,0,0,0,0,0,0,0,0,467,
172.20.20.228,353,0,0,0,0,0,0,0,0,353,
172.20.20.244,178,0,0,0,0,0,0,0,0,178,
target.sbg.qb.fcen.uba.ar,2545,0,0,0,0,0,0,0,0,2545,
vollbrechtlab.gdcb.iastate.edu,562,0,0,0,0,0,0,0,0,562,
sndg.qb.fcen.uba.ar,189,0,0,0,0,0,0,0,0,189,
radish.kazusa.or.jp,417,0,0,0,0,0,0,0,0,417,
demo.pieriandx.com,3351,0,0,0,0,0,0,0,0,3351,
staging.genomenext.com,140,0,0,0,0,0,0,0,0,140,
172.20.20.247,709,0,0,0,0,0,0,0,0,709,
10.21.1.56,126,0,0,0,0,0,0,0,0,126,
web.bioinformatics.ic.ac.uk,144,0,0,0,0,0,0,0,0,144,
172.17.246.179,153,0,0,0,0,0,0,0,0,153,
togovar.biosciencedbc.jp,1071,0,0,0,0,0,0,0,0,1071,
172.20.20.237,229,0,0,0,0,0,0,0,0,229,
192.168.1.115,2338,0,0,0,0,0,0,0,0,2338,
whiteflygenomics.org,1588,0,0,0,0,0,0,0,0,1588,
ngs-path02.lumcnet.prod.intern:8888,859,0,0,0,0,0,0,0,0,859,
bioinfo.ihb.ac.cn,575,0,0,0,0,0,0,0,0,575,
webapollo.science.uu.nl:8080,328,0,0,0,0,0,0,0,0,328,
birdbeta.isisph.com,822,0,0,0,0,0,0,0,0,822,
www.whiteflygenomics.org,4024,0,0,0,0,0,0,0,0,4024,
dxarch04.ignyta.local,909,0,0,0,0,0,0,0,0,909,
localhost:8084,398,0,0,0,0,0,0,0,0,398,
106.244.232.196,135,0,0,0,0,0,0,0,0,135,
www.swissregulon.unibas.ch,811,0,0,0,0,0,0,0,0,811,
apollo.nematodegenomes.org,340,0,0,0,0,0,0,0,0,340,
thehive.otago.ac.nz:8080,459,0,0,0,0,0,0,0,0,459,
www.jcvi.org,242,0,0,0,0,0,0,0,0,242,
msk.analysis.archerdx.com,122,0,0,0,0,0,0,0,0,122,
dh135,327,0,0,0,0,0,0,0,0,327,
archer,264,0,0,0,0,0,0,0,0,264,
10.93.132.63,130,0,0,0,0,0,0,0,0,130,
185.45.23.197:5080,148,0,0,0,0,0,0,0,0,148,
galaxy.cineca.it,626,0,0,0,0,0,0,0,0,626,
hpc-bioinformatics.cineca.it,206,0,0,0,0,0,0,0,0,206,
149.165.168.238,140,0,0,0,0,0,0,0,0,140,
10.22.57.178,138,0,0,0,0,0,0,0,0,138,
knowpulse.usask.ca:8080,292,0,0,0,0,0,0,0,0,292,
54.237.218.249,116,0,0,0,0,0,0,0,0,116,
192.168.142.130,121,0,0,0,0,0,0,0,0,121,
10.253.21.69,219,0,0,0,0,0,0,0,0,219,
bis.zju.edu.cn,740,0,0,0,0,0,0,0,0,740,
dna-marker.biocenter.helsinki.fi:8085,154,0,0,0,0,0,0,0,0,154,
www.vaccinium.org,627,0,0,0,0,0,0,0,0,627,
cazy212.afmb.local,759,0,0,0,0,0,0,0,0,759,
scicomp-pc-6.mpi-cbg.de:8088,430,0,0,0,0,0,0,0,0,430,
asm-microsvcs01.l.synthgeno.global:8989,125,0,0,0,0,0,0,0,0,125,
kitbase.ucdavis.edu,1206,0,0,0,0,0,0,0,0,1206,
plmine.mpi-cbg.de:8088,5614,0,0,0,0,0,0,0,0,5614,
asgdb.org,105,0,0,0,0,0,0,0,0,105,
www.genome.arizona.edu,512,0,0,0,0,0,0,0,0,512,
modem.hzau.edu.cn,202,0,0,0,0,0,0,0,0,202,
192.168.52.128,839,0,0,0,0,0,0,0,0,839,
140.120.203.44,57454,0,0,0,0,0,0,0,0,57454,
cherry.kazusa.or.jp,354,0,0,0,0,0,0,0,0,354,
genome.setac.org,612,0,0,0,0,0,0,0,0,612,
smic.reefgenomics.org,144,0,0,0,0,0,0,0,0,144,
genome.lygos.com,412,0,0,0,0,0,0,0,0,412,
gene.dev203.linkdoc.com,139,0,0,0,0,0,0,0,0,139,
alejandropc:3232,102,0,0,0,0,0,0,0,0,102,
ing-lxs60.ingelheim.bioscientia.de:8099,191,0,0,0,0,0,0,0,0,191,
salmonbase.org,310,0,0,0,0,0,0,0,0,310,
mangobase.org,304,0,0,0,0,0,0,0,0,304,
www.gene.bio,179,0,0,0,0,0,0,0,0,179,
dev6,308,0,0,0,0,0,0,0,0,308,
indexdb.ncbs.res.in,118,0,0,0,0,0,0,0,0,118,
odin-dev.perkinelmerdna.net,614,0,0,0,0,0,0,0,0,614,
odin-prod.perkinelmerdna.net,2620,0,0,0,0,0,0,0,0,2620,
10.53.18.133,462,0,0,0,0,0,0,0,0,462,
planmine.mpi-cbg.de:8088,20361,0,0,0,0,0,0,0,0,20361,
www.cazy.org,1341,0,0,0,0,0,0,0,0,1341,
bcg.abrc.sinica.edu.tw:8080,119,0,0,0,0,0,0,0,0,119,
www.rnanet.org,679,0,0,0,0,0,0,0,0,679,
tesla.pcbi.upenn.edu,569,0,0,0,0,0,0,0,0,569,
db.cbi.pku.edu.cn,687,0,0,0,0,0,0,0,0,687,
localhost:8383,100,0,0,0,0,0,0,0,0,100,
bioserv02,202,0,0,0,0,0,0,0,0,202,
nabic.rda.go.kr,570,0,0,0,0,0,0,0,0,570,
gene.linkdoc.com,144,0,0,0,0,0,0,0,0,144,
salmobase.org,414,0,0,0,0,0,0,0,0,414,
galaxy-mel.genome.edu.au,271,0,0,0,0,0,0,0,0,271,
192.168.52.129,401,0,0,0,0,0,0,0,0,401,
10.22.57.177,140,0,0,0,0,0,0,0,0,140,
rio.nzcorp.net,545,0,0,0,0,0,0,0,0,545,
www.lisanwanglab.org,495,0,0,0,0,0,0,0,0,495,
mgap.ohsu.edu,711,0,0,0,0,0,0,0,0,711,
locustmine.org,331,0,0,0,0,0,0,0,0,331,
bias4.nibb.ac.jp:8113,229,0,0,0,0,0,0,0,0,229,
localhost:8301,6238,0,0,0,0,0,0,0,0,6238,
210.46.80.146,854,0,0,0,0,0,0,0,0,854,
docker:8080,249,0,0,0,0,0,0,0,0,249,
hoekstrapero.rc.fas.harvard.edu,230,0,0,0,0,0,0,0,0,230,
songyanglab.sysu.edu.cn,476,0,0,0,0,0,0,0,0,476,
isyslab.info,419,0,0,0,0,0,0,0,0,419,
galaxy.ple.roche.com:8080,126,0,0,0,0,0,0,0,0,126,
ceres.snu.ac.kr:9994,470,0,0,0,0,0,0,0,0,470,
moffittdevqa.pdx.aws,124,0,0,0,0,0,0,0,0,124,
gpstest.pieriandx.com,780,0,0,0,0,0,0,0,0,780,
clevelandclinictest.pieriandx.com,186,0,0,0,0,0,0,0,0,186,
mayotest.pieriandx.com,192,0,0,0,0,0,0,0,0,192,
fahc.pieriandx.com,4118,0,0,0,0,0,0,0,0,4118,
aventus.pieriandx.com,3062,0,0,0,0,0,0,0,0,3062,
wakeforest.pieriandx.com,1570,0,0,0,0,0,0,0,0,1570,
alphagenomix.pieriandx.com,1791,0,0,0,0,0,0,0,0,1791,
moffitt.pieriandx.com,10535,0,0,0,0,0,0,0,0,10535,
uva.pieriandx.com,2150,0,0,0,0,0,0,0,0,2150,
sch.pieriandx.com,620,0,0,0,0,0,0,0,0,620,
gps.pieriandx.com,6875,0,0,0,0,0,0,0,0,6875,
cedarssinai.pieriandx.com,1190,0,0,0,0,0,0,0,0,1190,
northshore.pieriandx.com,1266,0,0,0,0,0,0,0,0,1266,
floridahospital.pieriandx.com,472,0,0,0,0,0,0,0,0,472,
hli.pieriandx.com,372,0,0,0,0,0,0,0,0,372,
nm.pieriandx.com,545,0,0,0,0,0,0,0,0,545,
mcg.pieriandx.com,119,0,0,0,0,0,0,0,0,119,
uab.pieriandx.com,3554,0,0,0,0,0,0,0,0,3554,
nextmolecular.pieriandx.com,535,0,0,0,0,0,0,0,0,535,
sma.pieriandx.com,1147,0,0,0,0,0,0,0,0,1147,
dartmouth.pieriandx.com,1600,0,0,0,0,0,0,0,0,1600,
10.131.101.159:8080,139,0,0,0,0,0,0,0,0,139,
pieriandxprod.pieriandx.com,513,0,0,0,0,0,0,0,0,513,
tricoretest.pieriandx.com,134,0,0,0,0,0,0,0,0,134,
sonic.pieriandx.com,152,0,0,0,0,0,0,0,0,152,
uabtest.pieriandx.com,200,0,0,0,0,0,0,0,0,200,
pieriandxopsqa.opsqa.pieriandx.com,301,0,0,0,0,0,0,0,0,301,
demoopsqa.opsqa.pieriandx.com,367,0,0,0,0,0,0,0,0,367,
mgl.pieriandx.com,1712,0,0,0,0,0,0,0,0,1712,
careexpress.6655.la:17916,839,0,0,0,0,0,0,0,0,839,
140.110.17.14,187,0,0,0,0,0,0,0,0,187,
pgdx.pieriandx.com,1117,0,0,0,0,0,0,0,0,1117,
oxy-gen.pieriandx.com,452,0,0,0,0,0,0,0,0,452,
pathwest.pieriandx.com,967,0,0,0,0,0,0,0,0,967,
clevelandclinic.pieriandx.com,262,0,0,0,0,0,0,0,0,262,
192.168.1.119:8094,434,0,0,0,0,0,0,0,0,434,
careexpress.6655.la:60119,216,0,0,0,0,0,0,0,0,216,
s-tx-nexustest,260,0,0,0,0,0,0,0,0,260,
webs.iiitd.edu.in,164,0,0,0,0,0,0,0,0,164,
gryc.inra.fr,5717,0,0,0,0,0,0,0,0,5717,
togogenome.org,1408,0,0,0,0,0,0,0,0,1408,
regadb.bahia.fiocruz.br,209,0,0,0,0,0,0,0,0,209,
pathogenseq.lshtm.ac.uk,1300,0,0,0,0,0,0,0,0,1300,
langelabtools.wsu.edu,121,0,0,0,0,0,0,0,0,121,
aiptasia.reefgenomics.org,449,0,0,0,0,0,0,0,0,449,
efam.nzcorp.net,1792,0,0,0,0,0,0,0,0,1792,
chlambase.org,2027,0,0,0,0,0,0,0,0,2027,
amphimedon.qcloud.qcif.edu.au,178,0,0,0,0,0,0,0,0,178,
quiver.archerdx.com,165,0,0,0,0,0,0,0,0,165,
wikigenomes.org,464,0,0,0,0,0,0,0,0,464,
www.artichokegenome.unito.it,141,0,0,0,0,0,0,0,0,141,
10.157.217.77,239,0,0,0,0,0,0,0,0,239,
www.wikigenomes.org,147,0,0,0,0,0,0,0,0,147,
192.248.21.78:8084,1115,0,0,0,0,0,0,0,0,1115,
browse2.big.ac.cn,259,0,0,0,0,0,0,0,0,259,
brd.isisph.com,101,0,0,0,0,0,0,0,0,101,
dev.togogenome.org,180,0,0,0,0,0,0,0,0,180,
34.201.39.192,282,0,0,0,0,0,0,0,0,282,
124.16.129.48,1040,0,0,0,0,0,0,0,0,1040,
penguin.genomics.cn,699,0,0,0,0,0,0,0,0,699,
www.fireflybase.org,224,0,0,0,0,0,0,0,0,224,
ec2-107-21-134-158.compute-1.amazonaws.com,163,0,0,0,0,0,0,0,0,163,
dev.chlambase.org,258,0,0,0,0,0,0,0,0,258,
www.rgenome.net,1948,0,0,0,0,0,0,0,0,1948,
lncrna.big.ac.cn,5594,0,0,0,0,0,0,0,0,5594,
www.naked-mole-rat.org,558,0,0,0,0,0,0,0,0,558,
botryllus.stanford.edu,417,0,0,0,0,0,0,0,0,417,
ncig-genomebrowser.anu.edu.au,178,0,0,0,0,0,0,0,0,178,
147.100.164.47,294,0,0,0,0,0,0,0,0,294,
naked-mole-rat.org,188,0,0,0,0,0,0,0,0,188,
146.118.64.11,318,0,0,0,0,0,0,0,0,318,
cloud.life.tsinghua.edu.cn,257,0,0,0,0,0,0,0,0,257,
202.97.205.69:84,303,0,0,0,0,0,0,0,0,303,
bioinf.xmu.edu.cn,212,0,0,0,0,0,0,0,0,212,
darter2.westga.edu,436,0,0,0,0,0,0,0,0,436,
cgbase.arkgene.com,668,0,0,0,0,0,0,0,0,668,
130.56.102.10,182,0,0,0,0,0,0,0,0,182,
172.22.220.29,278,0,0,0,0,0,0,0,0,278,
140.110.17.247,496,0,0,0,0,0,0,0,0,496,
beetlebase.org,133,0,0,0,0,0,0,0,0,133,
211.69.140.136,191,0,0,0,0,0,0,0,0,191,
10.71.115.70,118,0,0,0,0,0,0,0,0,118,
kbase.us,163,0,0,0,0,0,0,0,0,163,
spinachbasez.feilab.net,109,0,0,0,0,0,0,0,0,109,
bioinfo.bti.cornell.edu,1514,0,0,0,0,0,0,0,0,1514,
echinobase.org,519,0,0,0,0,0,0,0,0,519,
cys.bios.niu.edu,2008,0,0,0,0,0,0,0,0,2008,
192.168.10.222,375,0,0,0,0,0,0,0,0,375,
jbrowse.alliancegenome.org,3728,0,0,0,0,0,0,0,0,3728,
human3dproteome.com,1875,0,0,0,0,0,0,0,0,1875,
pennycress.umn.edu,191,0,0,0,0,0,0,0,0,191,
www.spinachbase.org,2128,0,0,0,0,0,0,0,0,2128,
202.120.41.217,234,0,0,0,0,0,0,0,0,234,
arkham.exp.dc.uba.ar,188,0,0,0,0,0,0,0,0,188,
59.79.248.25,377,0,0,0,0,0,0,0,0,377,
dbsecsys.bhsai.org,453,0,0,0,0,0,0,0,0,453,
nike.snu.ac.kr:7776,281,0,0,0,0,0,0,0,0,281,
www.algaegenome.org,203,0,0,0,0,0,0,0,0,203,
218.189.16.133,124,0,0,0,0,0,0,0,0,124,
sasdb.medgenome.com:9443,127,0,0,0,0,0,0,0,0,127,
202.195.250.106,106,0,0,0,0,0,0,0,0,106,
jbrowse-dev.alliancegenome.org,138,0,0,0,0,0,0,0,0,138,
10.192.36.17:8080,312,0,0,0,0,0,0,0,0,312,
apiaceae.njau.edu.cn,125,0,0,0,0,0,0,0,0,125,
proteinmodelling-server.swan.ac.uk,239,0,0,0,0,0,0,0,0,239,
210.21.87.237:50070,206,0,0,0,0,0,0,0,0,206,
staging.facebase.org,132,0,0,0,0,0,0,0,0,132,
