,833699
10.46.33.18:8443,11
ashgenome.org,11
172.20.174.141,11
ngsnpl.private.bii:8080,11
scps.scu.edu.au,11
ec2-54-219-87-212.us-west-1.compute.amazonaws.com,11
fornax.mskcc.org,11
watson.plantphys.umu.se:8250,11
augnuga.pw.usda.gov,11
lipmcinfosc:1977,11
115.29.234.170,11
10.230.9.219,11
140.120.203.103:5438,11
54.210.225.43,11
192.168.1.203:8080,11
192.168.1.105,11
10.0.53.136,11
ec2-54-208-169-42.compute-1.amazonaws.com,11
www.animalgenome.org,11
s1.accurascience.com,11
130.92.155.128,11
10.122.251.40,11
jbrowse.johnburch.co.uk,11
bioinfo-web.mpl.ird.fr,11
10.2.130.133,11
ec2-54-175-18-130.compute-1.amazonaws.com,11
54.235.230.202,11
tea,11
129.132.221.28:8080,11
biowebdev04.nhgri.nih.gov,11
10.30.100.200:40008,11
116.6.107.41,11
syntheticyeastresource.com:13080,11
192.168.1.72,11
work.dev,11
35.163.217.217:8080,11
test.ibinom.com:8084,11
analysis23.bxgenomics.com,11
webapollo.ppglab.org,10
ngspipelines-sigenae.toulouse.inra.fr,10
www.fabienpichon.com,10
eco-thomas1,10
mmb.pcb.ub.edu,10
192.168.99.101:8080,10
jgm-cssc.jax.org,10
im-dev.wormbase.org,10
tbioinfopb1.pine-biotech.com:3000,10
10.88.33.78,10
gbrowse.wormbase.org:9003,10
192.168.20.247,10
104.236.15.5,10
172.16.0.173:8081,10
serverarch01,10
medicago-dev.jcvi.org,10
jbrowse-aws.yeastgenome.org,10
0.0.0.0:6002,10
fahcopsqa.pdx.aws,10
192.168.11.34,10
xbo.genome.arizona.edu,10
taro-no-mac-mini.local:8080,10
citrusgreening.org,10
5.28.62.148,10
125.217.165.26,10
ec2-107-23-252-27.compute-1.amazonaws.com,10
133.11.2.86:8080,10
dev.jbrowse.mcmaster.ca,10
www.imtech.res.in,10
10.0.7.235,10
211.69.128.148:8087,10
ec2-54-243-7-27.compute-1.amazonaws.com,10
browser.ryantaylor.net,10
192.168.20.27,10
solcys.solgenomics.net,10
yamunotri,10
dev.flybase.org,10
192.168.1.99,10
172.20.20.247,10
117.78.46.212,10
172.20.20.239,10
172.16.90.12,10
146.118.102.249,10
10.10.20.130,10
172.24.105.32,10
dc.calsnet.cornell.edu,10
192.168.2.13,10
bioinfo.konkuk.ac.kr,10
core.bioinformatics.udel.edu,10
bioinf.xmu.edu.cn,10
birdtest.isisph.com,9
bioinfo2.ugr.es,9
dev.coffee-genome-http.org,9
165.246.44.43,9
stage.palm-genome-http.cirad.fr,9
cafeteriome.mpimf-heidelberg.mpg.de,9
medswine.net,9
hts-etl-01.amyris.local,9
172.28.10.232,9
webapollo-pre.vectorbase.org:8080,9
uc1f-bioinfocloud-biotool-dev.sial.com,9
sjlsd0004,9
172.28.1.201:1337,9
172.20.201.40:8080,9
dev.plabipd.de,9
crispr.renlab.org,9
genannot.brc.hu,9
www.dictybase.org,9
10.10.212.154:5000,9
192.168.78.132:1339,9
hal012.ad62.riken.go.jp:10910,9
biominer.bime.ntu.edu.tw,9
192.168.99.101,9
www.lncrna.info,9
cyhwang.net,9
210.72.92.137,9
10.10.241.175,9
192.168.5.182,9
ec2-54-82-170-222.compute-1.amazonaws.com,9
rcwebapps1.dfci.harvard.edu,9
titinviewer.net,9
uamsopsqa.pdx.aws,9
aclsopsqa.pdx.aws,9
128.196.64.244,9
local.dev,9
pobitora.strandls.com,9
129.93.134.127,9
0.0.0.0:8080,9
bngs05b.uzbrussel.be,9
43.240.99.181,9
ec2-52-59-218-230.eu-central-1.compute.amazonaws.com,9
141.40.254.64:8080,9
146.118.102.247,9
146.118.102.248,9
146.118.102.244,9
10.2.40.206,9
172.21.198.122,9
10.235.49.234,9
134.158.151.28:8080,9
petunia.sgn.cornell.edu:8080,8
203.101.224.234,8
10.10.10.130,8
jbrow.se,8
ec2-52-35-143-61.us-west-2.compute.amazonaws.com,8
localhost:2015,8
galaxy-epi:8085,8
128.16.6.196,8
osler.hmgc.mcw.edu,8
ngspipelines.toulouse.inra.fr:9007,8
vm64-220.iplantcollaborative.org,8
ccg.xingene.net,8
ngsnd001.jpn-pharm.ad.local:8081,8
172.24.5.47,8
sjcbiodev.driscolls.com:8085,8
ec2-52-91-144-59.compute-1.amazonaws.com,8
ec2-54-208-53-19.compute-1.amazonaws.com,8
vizit.io,8
107.23.126.211,8
dev-spn.platomics.com,8
ngspipelines2.toulouse.inra.fr:9007,8
localhost:8061,8
192.168.122.158,8
54.242.36.82,8
10.6.0.76:8008,8
www.shengtingsystemsbiology.com,8
54.210.180.115:9003,8
192.168.159.128:8085,8
www.byanbioinfo.org,8
ec2-54-205-122-143.compute-1.amazonaws.com,8
genome.rc.fas.harvard.edu:8080,8
192.168.202.3,8
172.20.20.16:2222,8
192.168.0.13:8085,8
172.20.20.232,8
139.196.7.224,8
ec2-54-204-146-129.compute-1.amazonaws.com,8
fox.rgd.mcw.edu:8080,8
1.164.142.198:3303,8
tripalb.feilab.net,8
ec2-52-59-235-151.eu-central-1.compute.amazonaws.com,8
192.168.112.133:8080,8
43.240.99.32,8
43.240.96.227,8
43.240.96.199,8
146.118.102.252,8
146.118.102.246,8
ngspipelines-sigenae.toulouse.inra.fr:9050,8
123.136.65.4:8080,8
172.20.20.16:2228,8
192.168.1.220:3001,8
lvs-archer01,8
192.168.158.128,8
169.237.215.34,8
133.28.110.70,8
ac128faa.ngrok.io,8
inovaopsqa.pdx.aws,7
10.37.0.239,7
www.spider.0t0.jp,7
www.maizeinflorescence.org,7
sgenomebrowser,7
dataset-explorer:8082,7
bioinformatics.unl.edu,7
cassavagenome.org,7
172.21.7.71,7
localhost:8072,7
ec2-54-193-40-83.us-west-1.compute.amazonaws.com:8080,7
192.168.5.160,7
hutton.sgn.cornell.edu,7
dev.cassava-genome.cirad.fr,7
banana-genome-http.cirad.fr,7
www.phgenome.org,7
199.241.162.79,7
spis.reefgenomics.org,7
charon.stjude.org,7
10.3.1.222,7
jbrowse.wi.mit.edu,7
bf2i300.insa-lyon.fr,7
202.112.87.15:8084,7
52.37.185.103:8443,7
cgp-jbrowse-dev.internal.sanger.ac.uk,7
santeetmoi.com,7
192.168.233.162:8080,7
192.168.233.164:8080,7
192.168.50.180,7
142.150.214.76:8080,7
10.1.10.4,7
172.20.20.13,7
192.168.99.100:32769,7
bioinf-galaxian.erasmusmc.nl,7
im-crop.snu.ac.kr,7
192.168.99.100:32768,7
ec2-52-90-62-18.compute-1.amazonaws.com,7
tornado.bio1.rwth-aachen.de,7
localhost:8102,7
test.mylab.com.tw:3003,7
www.jianminzhou.cn,7
ngspipelines2.toulouse.inra.fr:9006,7
54.172.143.1,7
www-rcf.usc.edu,7
43.240.98.154,7
localhost:8088,7
mac-mini.local:8080,7
tcap,7
ngspipelines2.toulouse.inra.fr:9010,7
ec2-52-91-245-247.compute-1.amazonaws.com,7
10.0.96.180,7
192.168.1.33,7
52.43.92.164:3000,7
192.168.5.203:8080,7
10.70.2.72,7
127.0.01,7
192.168.72.54,7
10.35.10.249,7
127.0.0.1:5557,7
ec2-54-197-198-218.compute-1.amazonaws.com,7
ngspipelines.toulouse.inra.fr:9003,7
ec2-54-210-20-178.compute-1.amazonaws.com,7
10.64.1.16,7
10.42.0.5:9090,7
192.168.1.220:8000,7
128.196.64.103,7
192.168.13.130:8080,7
ec2-52-59-242-182.eu-central-1.compute.amazonaws.com,7
43.240.96.238,7
146.118.102.245,7
elrh6gene01.dow.com,7
161.202.154.114:8443,7
sohi.ecology.kyoto-u.ac.jp,7
peanutbase.agron.iastate.edu,7
www.findfusions.org,7
192.168.20.47,7
deepbiomining.com,7
10.37.0.250,7
devapollo.babs.unsw.edu.au,7
35.163.217.217,7
hardwoodgenomics.us:8080,7
192.168.100.196,7
192.168.208.60:50070,7
193.200.1.27,6
192.168.56.147,6
ec2-52-87-214-145.compute-1.amazonaws.com,6
121.184.62.20,6
genome.arizona.edu,6
120.25.220.32:7777,6
p53.hydra.mki.co.jp,6
genomics.si.edu.s3-website-us-east-1.amazonaws.com,6
10.88.25.48,6
10.0.0.104,6
research.gene.com,6
ir1pvm-archer1,6
arizonaopsqa.pdx.aws,6
ix.bi.up.ac.za:8085,6
141.106.224.241,6
192.168.100.3,6
123.56.207.36,6
52.38.69.224,6
archeranalysis-dev,6
morus.swu.edu.cn,6
ec2-54-144-192-200.compute-1.amazonaws.com,6
137.189.43.36,6
ray:8080,6
192.168.72.28,6
arupdevp.pdx.aws,6
ngspipelines.toulouse.inra.fr:9015,6
jbrowse.staging.cortect.com,6
ec2-54-237-236-178.compute-1.amazonaws.com,6
50.193.138.51,6
192.168.0.23,6
tim-macbook-pro.local:8000,6
nfmc.res.in,6
localhost:8086,6
10.81.129.45,6
localhost:8006,6
localhost:8058,6
localhost:8059,6
wkoppb31.pfr.co.nz:8081,6
www.wehealthgene.com,6
ec2-52-87-241-55.compute-1.amazonaws.com,6
192.168.4.189,6
ec2-54-85-193-86.compute-1.amazonaws.com,6
bioinf-thanks.mind.meiji.ac.jp,6
est.kazusa.or.jp,6
192.168.50.14:1340,6
www.animalgenome.org:2211,6
www.computationalbiology.ufpa.br,6
apps.araport.org,6
ec2-54-198-74-158.compute-1.amazonaws.com,6
192.168.80.231,6
yt,6
10.22.55.206,6
172.20.4.206,6
mmo,6
phenomebrowser.net,6
192.168.8.183,6
kat:3013,6
archer.mgi-nibm.my,6
bldr-tst-analysis-09,6
10.26.27.203,6
efam.nzcorp.net:3020,6
bldr-tst-analysis-05,6
ec2-23-22-39-58.compute-1.amazonaws.com,6
54.166.115.167,6
axtelldata.bio.psu.edu,6
sheldon:8000,6
bldr-tst-analysis-03,6
ec2-54-166-126-77.compute-1.amazonaws.com,6
190.146.235.57,6
52.221.233.249:8032,6
bioview.nl,6
localhost:8886,6
192.168.1.13,6
129.93.136.116,6
61.130.10.146:8009,6
bmi.xmu.edu.cn:8888,6
172.24.123.154,6
test.hurwitzlab.org,6
10.1.10.168:8080,6
43.240.96.229,6
43.240.96.201,6
192.168.31.212,6
dna-marker.biocenter.helsinki.fi:8085,6
192.168.8.100,6
172.18.0.110,6
35.165.250.216,6
96.88.208.107,6
192.168.10.130,6
10.96.116.79:8081,6
ves-hx-61:8037,6
csc-ubuntu.biocenter.helsinki.fi,6
findfusions.com,6
88.99.100.76,6
novow-centr-h04mljs17uhf-pip.centralus.cloudapp.azure.com,6
game-1.genome.edu.au,6
133.48.62.144:8000,6
192.168.178.34,6
cmb.bnu.edu.cn:7712,5
v0311.nbi.ac.uk:8080,5
localhost:8443,5
10.177.80.156,5
vinculin.ucd.ie,5
ebiokit.ibmbb.edu.lk:8084,5
demo.digitalhealthlabs.com:8443,5
moldxbioinfo.mynetgear.com,5
172.16.1.16:8080,5
monevbiogen.or.id,5
192.168.222.16,5
202.116.161.95,5
10.10.10.129,5
134.99.200.47,5
ngspipelines-sigenae.toulouse.inra.fr:9061,5
uc1f-bioinfocloud-biotool-dev,5
bf2i126.insa-lyon.fr:1988,5
knowpulse.usask.ca:8080,5
192.168.56.187,5
jc_analysis,5
biowebdev02.nhgri.nih.gov,5
iris.i2bc.paris-saclay.fr,5
fs000:28081,5
54.209.15.194:8080,5
129.128.83.63,5
edge-dev-master.lanl.gov,5
mississippi.snv.jussieu.fr,5
192.168.220.128:8080,5
cgrd.tgir.org,5
phyzen-lab.com,5
localhost:8005,5
localhost:8007,5
localhost:8060,5
localhost:8100,5
localhost:8101,5
aklppr31.pfr.co.nz:9080,5
ngspipelines2.toulouse.inra.fr:9008,5
localhost:7000,5
172.20.174.129,5
data.koalagenome.org:8686,5
115.146.90.94,5
solgenomics.sgn.cornell.edu,5
users.soe.ucsc.edu,5
ec2-54-164-91-200.compute-1.amazonaws.com,5
mcgopsqa.pdx.aws,5
115.146.90.29,5
localhost:8011,5
raid2016.nibb.ac.jp:8001,5
tpla.psc.ac.cn,5
43.240.98.201,5
ec2-54-172-85-76.compute-1.amazonaws.com,5
ec2-75-101-222-114.compute-1.amazonaws.com,5
www.clovergarden.jp,5
ec2-54-226-195-91.compute-1.amazonaws.com,5
www2.ngl-science.com,5
10.111.172.123,5
pft1002.dna.affrc.go.jp,5
52.25.103.63:3000,5
192.168.128.134,5
localhost:9080,5
www.solgenomics.org,5
155.198.108.193,5
52.40.235.241:8080,5
172.20.20.236,5
cuarchapp.ucdenver.pvt,5
192.168.99.100:8001,5
10.55.12.78,5
10.124.51.113:8088,5
ec2-54-236-152-124.compute-1.amazonaws.com,5
cprd.digitalhealthlabs.com,5
10.68.130.230,5
115.146.91.83:9650,5
115.146.91.83,5
vm64-36.iplantcollaborative.org,5
10.80.131.10:9080,5
35.161.85.45,5
bldr-tst-analysis-11,5
kona-tmp.nhgri.nih.gov,5
43.240.99.40,5
43.240.96.183,5
146.118.102.240,5
10.96.114.93:8301,5
146.118.102.27,5
desa.dreamgenics.com:9191,5
ec2-54-197-153-183.compute-1.amazonaws.com,5
54.159.229.184,5
54.85.174.180,5
138.68.141.210:13080,5
192.168.50.192,5
54.166.180.238,5
10.172.59.148,5
mrkworks.sakura.ne.jp,5
192.168.11.11:8008,5
192.168.1.220:3004,5
192.168.1.88,5
optiplex.cornut.org:9997,5
ag-pbg-tcapbkpag.ag.cornell.edu,5
aphrodite.zi.columbia.edu:3000,5
128.59.246.147:8080,5
jbrowse01.aws-usw1.dev.sgi.bio,5
10.54.162.127,5
wrightsman.io,4
palm-genome.cirad.fr,4
vbrowser.delta18.com:8000,4
dev.bff.cirad.fr,4
bison:3015,4
127.0.0.1:9000,4
ipomoeanil.nibb.ac.jp,4
dev.palm-genome-http.cirad.fr,4
192.168.0.171:8080,4
mars.capitolium.net:8080,4
ec2-54-152-5-199.compute-1.amazonaws.com,4
140.113.29.227:32770,4
ec2-52-87-216-194.compute-1.amazonaws.com,4
192.168.99.100:8081,4
10.10.10.133,4
svane:3001,4
elegans.local,4
ec2-54-67-55-9.us-west-1.compute.amazonaws.com:8080,4
ec2-52-53-240-10.us-west-1.compute.amazonaws.com:8080,4
212.87.29.115:8080,4
172.24.113.150,4
54.65.17.123,4
ngspipelines.toulouse.inra.fr:9012,4
vm64-225.iplantcollaborative.org,4
52.34.253.71,4
www.jbrow.se,4
0.0.0.0:32772,4
colab-sbx-142.oit.duke.edu,4
192.168.123.64,4
172.16.2.123:8080,4
10.0.0.9:8080,4
ec2-54-86-162-244.compute-1.amazonaws.com,4
192.168.1.103,4
ec2-54-147-220-30.compute-1.amazonaws.com,4
192.168.0.5:8085,4
databases.scilifelab.se,4
genomeevolution.org,4
52.91.141.73,4
192.168.1.123,4
172.16.53.252,4
v01plx02.technet.akhwien.at,4
biowebdev01.nhgri.nih.gov,4
54.208.106.49,4
138.102.92.3,4
192.168.99.101:32775,4
192.168.99.101:32770,4
192.168.99.100:32786,4
dev.medicinalplantgenomics.msu.edu,4
192.168.99.100:32792,4
efam.nzcorp.net:3030,4
10.253.61.133,4
kzdl1059.corp.zoetis.com:9080,4
ec2-54-89-70-94.compute-1.amazonaws.com,4
157.92.24.249:8081,4
ec2-52-91-73-20.compute-1.amazonaws.com,4
192.168.50.95,4
vm65-179.iplantcollaborative.org,4
192.168.99.100:32771,4
142.150.214.61:8080,4
104.131.132.101,4
115.146.90.123,4
hpc1,4
www.ebi.ac.uk,4
166.111.156.51,4
ec2-54-164-97-215.compute-1.amazonaws.com,4
www.zflnc.org,4
ec2-52-37-75-229.us-west-2.compute.amazonaws.com,4
www.patric.local,4
172.28.1.172:1338,4
192.168.118.74,4
hypnos.freeboxos.fr,4
192.168.0.106,4
54.242.161.130,4
192.168.118.15:9976,4
52.39.183.154,4
power5,4
10.74.218.9,4
bldr-prd-analysis-ir,4
galaxy.ust.hk,4
132.236.156.134,4
bbcf-serv03.epfl.ch,4
compute2.bioinfo.wsu.edu:8080,4
localhost:32768,4
ec2-54-173-26-223.compute-1.amazonaws.com,4
wadsworth.org,4
www.burkholderia.ca,4
db.yeastgenome.org,4
img-galaxy-test.jgi.doe.gov,4
10.188.181.17,4
jbrowse.ibmp.unistra.fr,4
172.18.50.215,4
192.168.128.134:8080,4
192.168.150.200,4
10.103.30.122:8080,4
10.1.1.51,4
ec2-52-64-182-170.ap-southeast-2.compute.amazonaws.com,4
dev02.platomics.com,4
ec2-35-160-186-200.us-west-2.compute.amazonaws.com,4
192.168.0.110,4
158.108.145.57,4
193.166.24.136:10053,4
ec2-54-93-65-224.eu-central-1.compute.amazonaws.com,4
192.168.0.9,4
158.109.126.93:9002,4
nosil1.sheffield.ac.uk,4
43.240.99.47,4
130.56.254.145,4
146.118.102.241,4
146.118.102.26,4
146.118.102.28,4
146.118.102.3,4
140.109.29.73:5438,4
www.int-cowpea.org:82,4
bosvleermuis:8080,4
210.72.92.112,4
dev.orygenesdb.cirad.fr,4
192.168.56.214,4
jasontdean.com,4
iis.genomenext.net,4
lis-stage.usda.iastate.edu,4
aphrodite:3000,4
10.4.1.101,4
134.121.88.135,4
133.28.110.100:8299,4
www.laxdaela.net,4
djangosample-c2997108.c9users.io,4
service.dev.sgi.bio,3
141.40.254.2:7080,3
192.168.101.82,3
192.168.171.33:5588,3
64.79.105.19,3
webapollo2.vectorbase.org:8080,3
200.89.72.124,3
54.199.148.45,3
users.scicore.unibas.ch,3
gbrowse-test.sgn.cornell.edu,3
ec2-54-175-123-106.compute-1.amazonaws.com,3
137.189.43.55:8080,3
200.239.83.23,3
garfield2.dobzhanskycenter.ru,3
134.192.156.48,3
0:3000,3
ec2-54-172-201-228.compute-1.amazonaws.com,3
10.90.137.24,3
jbrowse-lb.yeastgenome.org,3
gmpromdb.sanbi.ac.za,3
61.50.130.61,3
ec2-54-67-46-191.us-west-1.compute.amazonaws.com:8080,3
ec2-54-193-118-80.us-west-1.compute.amazonaws.com:8080,3
10.116.52.10,3
sonicopsqa.pdx.aws,3
schnauferlab.bio.ed.ac.uk,3
vm65-178.iplantcollaborative.org,3
ngspipelines.toulouse.inra.fr:9018,3
172.16.20.238,3
assembly.ab.wurnet.nl:8080,3
ec2-54-183-156-139.us-west-1.compute.amazonaws.com:8080,3
aeonopsqa.pdx.aws,3
10.20.101.253,3
nc.ansci.iastate.edu,3
192.168.50.140,3
mib.amu.edu.pl.,3
img-proportal.dev,3
172.28.1.201:1338,3
localhost:5000,3
140.226.49.224,3
5.153.58.254,3
192.168.99.100:9000,3
assembly.ab.wurnet.nl:3000,3
10.88.36.67:8443,3
52.48.198.130:8034,3
iyiwycodci.localtunnel.me,3
28.11.141.75,3
13.81.9.110:8383,3
solgenomics.wur.nl.,3
magwenelab.colab.duke.edu,3
128.196.64.82,3
ngspipelines.toulouse.inra.fr:9009,3
130.92.252.48:8085,3
ec2-54-87-125-179.compute-1.amazonaws.com,3
bioinfo.sibs.ac.cn,3
ec2-54-243-5-104.compute-1.amazonaws.com,3
10.74.106.1,3
lfemjds.solgenomics.net,3
172.28.1.170:1339,3
ngspipelines.toulouse.inra.fr:9021,3
192.168.1.135,3
10.4.4.11,3
genegarden.com,3
192.168.99.100:32788,3
biodb.swu.edu.cn,3
hal012.ad62.riken.go.jp:10520,3
ec2-52-207-241-75.compute-1.amazonaws.com,3
137.189.43.148,3
ec2-107-23-181-226.compute-1.amazonaws.com,3
172.20.20.105,3
ec2-54-164-32-54.compute-1.amazonaws.com,3
soybase.top,3
vm65-194.iplantcollaborative.org,3
130.113.155.253,3
bldr-tst-analysis-02,3
giarchive,3
localhost:8004,3
localhost:8056,3
localhost:8063,3
localhost:8064,3
localhost:8067,3
localhost:8106,3
genomevolution.com,3
ec2-52-90-40-124.compute-1.amazonaws.com,3
115.146.95.144,3
www.gcorre.net,3
zealous-ubuntu:8000,3
115.146.90.213,3
ellens-macbook:8000,3
137.158.155.168:8080,3
zflnc.biochen.com,3
113.109.24.203:81,3
skeeze.net,3
archer.paradigmdx.com,3
biofs05,3
ai-jbrowsedev1.niaid.nih.gov,3
pathos:8085,3
54.172.183.196,3
192.168.25.16,3
192.168.32.129,3
begonia.hort.vt.edu:8080,3
192.168.136.135:81,3
10.102.2.102:8989,3
147.47.106.128,3
ec2-54-196-149-154.compute-1.amazonaws.com,3
aplysiagenetools.org,3
syslab5.nchu.edu.tw,3
shoofly.local,3
heptamer.tamu.edu,3
simrbasedev,3
128.192.99.108:8085,3
abt6-deimos.eb.local:8080,3
ec2-54-160-165-85.compute-1.amazonaws.com,3
ec2-54-226-183-27.compute-1.amazonaws.com,3
ngspipelines2.toulouse.inra.fr:9012,3
10.10.15.128,3
hkwiki.cbi.ac.cn,3
ec2-54-152-26-224.compute-1.amazonaws.com,3
127.0.0.1:5947,3
129.194.96.168:8080,3
ec2-54-166-131-179.compute-1.amazonaws.com,3
ceramide.ucsf.edu,3
ec2-54-211-121-143.compute-1.amazonaws.com,3
ec2-52-201-225-82.compute-1.amazonaws.com,3
localhost:55080,3
192.168.1.96:8080,3
192.168.0.3,3
mardianws,3
127.0.0.1:9999,3
rgd.mcw.edu.s2.gvirabi.com,3
phyzen.com,3
134.94.65.27,3
199.133.225.12,3
dmf24.dev.orchestraweb.med.harvard.edu,3
apple,3
43.240.96.204,3
43.240.99.31,3
43.240.99.43,3
43.240.96.19,3
146.118.102.251,3
data.maizecode.org,3
furlonglab,3
dh135.hitchcock.org,3
10.88.5.171,3
localhost:7045,3
54.205.2.61,3
hardwoodgenomics.org:8080,3
g-ka-scitech-bioinformatics-01.net.deakin.edu.au,3
genolab.inp-toulouse.fr,3
cas-ie2-apollo.uoregon.edu:8080,3
ankin.info:8080,3
127.0.0.1:5438,3
192.168.1.114,3
gunpowder.ebi.ac.uk:9101,3
172.16.0.81,3
172.16.29.128,3
115.146.95.223,3
124.127.201.25,3
nemours.analysis.archerdx.com,3
10.200.55.37,3
88.99.100.117,3
phytozome-staging.jgi.doe.gov,3
202.116.90.36,3
136.159.155.139,3
data.koalagenome.org:8080,3
watson.plantphys.umu.se:17003,3
192.168.178.64,3
localhost:32784,3
dtra-edge-dev-01.biotech.cdc.gov,2
ec2-52-90-31-183.compute-1.amazonaws.com,2
130.37.53.26,2
jbrowser.ens-lyon.fr:82,2
bldr-dev-analysis-demo-01,2
203.101.234.178,2
52.8.52.29,2
147.49.40.45,2
marxianus.labkm.net,2
x.platomics.com,2
www.csgenome.sggw.pl,2
ec2-54-84-165-141.compute-1.amazonaws.com,2
www.jbrowse.org,2
boris.dobzhanskycenter.org,2
jbrowse-test.genereg.net,2
efam.nzcorp.net.,2
www.picme.at,2
52.7.10.141:8080,2
zombie.bioxray.au.dk,2
uk2as251,2
165.123.12.25,2
10.88.36.49,2
192.168.56.135,2
bedbug.uky.edu:8080,2
localhost:9092,2
vbioinfoval,2
ec2-52-29-104-107.eu-central-1.compute.amazonaws.com,2
ec2-52-37-212-163.us-west-2.compute.amazonaws.com,2
ec2-54-183-183-206.us-west-1.compute.amazonaws.com:8080,2
ec2-54-183-184-255.us-west-1.compute.amazonaws.com:8080,2
sgd-ng1.stanford.edu,2
localhost:8008,2
ec2-54-161-234-149.compute-1.amazonaws.com,2
apollo.nal.usda.gov:8080,2
ridley.uv.es:8080,2
141.244.40.209:10005,2
archer.archerdx.com,2
192.168.56.171,2
vm65-170.iplantcollaborative.org,2
0.0.0.0:32770,2
172.16.1.16:9988,2
localhost:8787,2
192.168.1.160:8080,2
www.consorciopesquisacafe.com.br,2
10.75.106.4,2
cancertest.dev.sanger.ac.uk,2
mars.capitolium.net:9988,2
10.0.0.17,2
localhost:32,2
www.peanutbase.com,2
10.200.55.26,2
ngspipelines-sigenae.toulouse.inra.fr:9064,2
servbio.hpc.ncsu.edu,2
10.4.4.76,2
52.37.5.70:8081,2
133.48.62.150:8000,2
10.10.107.165,2
myjbrowse.com,2
ec2-54-86-48-181.compute-1.amazonaws.com,2
192.168.1.20,2
52.48.198.130:8099,2
10.177.80.52,2
52.48.198.130:8000,2
52.48.198.130:8015,2
mullet419server.tamu.edu,2
52.48.198.130:8005,2
52.48.198.130:8030,2
52.48.198.130:8012,2
192.168.0.16,2
10.20.2.26.,2
192.168.147.158,2
25.104.102.230,2
54.186.124.12,2
128.196.64.59,2
192.168.100.151,2
amereslab.imba.oeaw.ac.at,2
127.0.0.1:10080,2
ec2-54-157-23-122.compute-1.amazonaws.com,2
ec2-54-197-194-135.compute-1.amazonaws.com,2
10.24.15.10,2
128.206.129.194,2
nagrp5.ansci.iastate.edu:2211,2
155.100.217.34,2
hpc2,2
hpc3,2
cassbase.org,2
192.168.99.100:32789,2
gbrowse.bcid.ca,2
192.168.78.129:1339,2
ec2-52-207-245-18.compute-1.amazonaws.com,2
ec2-54-237-222-18.compute-1.amazonaws.com,2
fahcdevqa.pdx.aws,2
vm65-174.iplantcollaborative.org,2
vm65-181.iplantcollaborative.org,2
localhost:8057,2
localhost:8062,2
localhost:8066,2
localhost:8068,2
localhost:8105,2
old-gander.wustl.edu,2
localhost:32769,2
192.168.1.22,2
qcloud.biochen.com,2
172.26.30.120,2
192.168.1.4:8000,2
ec2-54-89-142-119.compute-1.amazonaws.com,2
meta.jsm.co.jp,2
172.16.113.217,2
172.26.30.120:8080,2
plant1.kazusa.or.jp:8080,2
chlamydomonas.iab.keio.ac.jp,2
ec2-54-172-143-1.compute-1.amazonaws.com,2
nlfij-s3003:8080,2
ec2-52-41-61-38.us-west-2.compute.amazonaws.com,2
demo.sanbi.ac.za:8080,2
10.8.10.64,2
ec2-107-21-85-13.compute-1.amazonaws.com,2
www.skychristmasstocking.com,2
164.125.233.58,2
ec2-52-38-121-18.us-west-2.compute.amazonaws.com,2
ec2-107-21-12-145.compute-1.amazonaws.com,2
222.195.92.17,2
localhost:2380,2
10.85.8.182:8080,2
172.20.241.84:8080,2
ec2-54-224-234-187.compute-1.amazonaws.com,2
vollbrechtlab.gdcb.iastate.edu,2
bldr-tst-analysis-08,2
dgvbrowser.uab.es,2
solyc.solgenomics.net,2
121.196.214.184,2
10.26.25.53,2
ec2-54-157-14-77.compute-1.amazonaws.com,2
172.28.1.100,2
115.146.86.2,2
10.96.114.33:8080,2
130.239.12.232:8099,2
192.168.20.121,2
rkalv058751.kau.roche.com,2
webapps1.dfci.harvard.edu,2
localhost:2222,2
ec2-52-90-15-99.compute-1.amazonaws.com,2
52.210.177.116:10016,2
52.210.177.116:10009,2
s3.computational.bio.uni-giessen.de,2
10.0.0.100,2
192.168.122.160:8080,2
diamond.tuebingen.mpg.de,2
bldr-rnd-analysis02,2
crops.dow.com,2
10.1.8.120:8080,2
localhost:2080,2
sangenixcommunity.persistent.co.in:8443,2
pioneer-d2,2
vm.bxgenomics.com,2
158.109.215.162,2
localhost:2223,2
ec2-54-213-60-165.us-west-2.compute.amazonaws.com:8080,2
192.168.1.14,2
192.168.0.6,2
ec2-52-26-217-139.us-west-2.compute.amazonaws.com:8080,2
127.0.0.1:8090,2
www.google.com,2
ec2-54-158-132-168.compute-1.amazonaws.com,2
10.189.28.143:8000,2
192.168.101.121,2
phantomjscloud.com,2
35.8.203.97,2
icebox.lbl.gov:8080,2
ec2-35-160-176-168.us-west-2.compute.amazonaws.com,2
ec2-52-64-198-214.ap-southeast-2.compute.amazonaws.com,2
10.189.144.111:8000,2
dgzblmr.solgenomics.net,2
10.189.140.221:8000,2
ec2-52-63-255-136.ap-southeast-2.compute.amazonaws.com,2
lxwsdkc002.phibred.com,2
192.168.100.10,2
172.16.2.210:8443,2
158.108.145.124,2
ec2-54-84-103-103.compute-1.amazonaws.com:8080,2
usav1svgend02:8080,2
61.130.10.146,2
galaxy-tut.genome.edu.au,2
ec2-54-93-163-165.eu-central-1.compute.amazonaws.com,2
10.22.58.208,2
vre.multiscalegenomics.eu,2
ec2-35-160-224-189.us-west-2.compute.amazonaws.com,2
192.168.1.7,2
