,1322951
kdbio.inesc-id.pt,84
10.88.36.13:8080,84
mke-linux,84
dev.kmcsoft.net,84
tga.nig.ac.jp,84
portal.nimbusinformatics.com,84
54.187.31.127,84
biocluster.um.edu.my,84
genome-ihpe.univ-perp.fr,84
10.200.55.55,84
www.crislawrence.com,83
134.147.84.168,83
107.170.190.169,83
data.marcottelab.org,83
5ht-dev.accre.vanderbilt.edu,83
africanrice.abudhabi.nyu.edu,83
10.13.200.25,83
sappdev.wurnet.nl,83
piton.eb.local,83
bf2i300.insa-lyon.fr:1980,83
will_mckinley_laptop.corp.personalis.com:8081,83
jbrowse.gdcb.iastate.edu,82
cardamom,82
163.1.96.123,82
192.168.50.165,82
144.6.225.100,82
www.alpha.patricbrc.org,82
rd-jbrowsedev.app.pmi,82
172.20.157.142:8099,82
bison:3000,82
jbrowse.yeastgenome.org,82
25.20.236.19,82
192.168.33.10,81
sinin.kps.ku.ac.th,81
10.88.36.67:8080,81
140.226.123.138,81
10.88.36.65:4003,81
192.168.56.101:8080,81
lin107:8080,81
reilly.lt.local,81
bioinformatics.emr.ac.uk,81
earth.psc.riken.jp,81
dev.burkholderia.com,81
localhost:8890,81
gunpowder:9101,81
seeders.iptime.org:6280,80
aztec:60080,80
panflam.korea.ac.kr:8080,80
gpsopsqa.pdx.aws,80
192.168.56.102:1337,80
192.168.20.85,80
sunapp01,79
192.168.0.152:8080,79
allbt.iptime.org,79
hts-etl-01.amyris.local,79
192.168.1.38,79
www80.lamp.le.ac.uk,79
172.28.1.136,79
152.1.135.243:51455,79
122.205.95.116:8080,79
pioneer-d2.ncgr.org,79
192.168.1.8,79
54.94.132.228:8080,79
140.112.94.71:8085,79
sf2-farm-srv2.internal.sanger.ac.uk:35500,79
demoopsqa.pdx.aws,79
furlongweb2.embl.de,79
localhost:32130,79
localhost:8086,78
210.46.85.150:8080,78
rbuels.browserstack.com,78
cluster:8080,78
128.114.79.12:8888,78
stage.jbrowse.southgreen.fr,78
10.16.18.236,78
172.24.108.82,78
10.123.8.41,78
10.226.65.242,78
seabird.igs.umaryland.edu,77
nzafar-lx:8080,77
itchy.jcvi.org:8090,77
192.185.29.142,77
10.88.36.35:4003,77
136.142.96.101,77
cluster.florimond-desprez.fr:8080,77
rodriguez.zapto.org,77
n4-189-16.icb.ufmg.br:8888,77
pioneer-d2,77
cbs-bbrowse.oit.umn.edu,77
192.168.30.216:1561,77
128.172.67.56,76
ngspipelines-sigenae.toulouse.inra.fr:9061,76
v0406,76
kzdl6022.corp.zoetis.com:9080,76
www3.ngl-science.com,76
192.168.1.62,76
ngsnpl.private.bii:8080,76
nblrrome.tuebingen.mpg.de:8080,76
ec2-52-63-181-136.ap-southeast-2.compute.amazonaws.com,76
localhost:8094,76
ngspipelines.toulouse.inra.fr:9003,75
jbrowse.cbilbox.upenn.edu,75
gelidium.insilicogen.com,75
10.74.186.116,75
192.168.6.19:81,75
santeetmoi.com,75
kkumar-wp2:8080,75
200.89.72.124,75
lmbv012.cnptia.embrapa.br,75
192.168.1.150,75
172.25.137.88:9033,75
152.7.99.245,75
sulab.scripps.edu:8080,75
203.239.28.133,74
novopc3,74
node2.1425mad.mssm.edu,74
apollo.bioinfo.hr:8080,74
ec2-23-20-9-239.compute-1.amazonaws.com,74
cgp-jbrowse-dev.internal.sanger.ac.uk,74
172.29.4.26:8080,74
121.40.201.162,74
192.168.225.135:7080,74
192.168.1.159,74
pathos:8085,74
52.27.170.204,74
fs3.bio.titech.ac.jp,74
192.168.8.246:9935,74
dev1.platomics.com,74
114.214.166.79,74
jbrowse.bioinformatics.danforthcenter.org,74
phytozome-pag.jgi.doe.gov,74
128.125.234.96,73
54.85.103.38,73
compbio.ornl.gov,73
private.snubi.org,73
192.42.107.4,73
129.21.10.3,73
vbrowser.delta18.com:8000,73
10.128.48.24:3001,73
local.jbrowse,73
10.0.53.138,73
morus.swu.edu.cn,72
plmine.mpi-cbg.de,72
150.244.197.49,72
ngspipelines.toulouse.inra.fr:9015,72
bio-vm1-intermine,72
172.30.2.11,72
54.91.206.231,72
172.21.210.129,72
protein.jjwanglab.org,72
homd.org:8080,72
54.232.217.84:8080,72
tauber-data2.haifa.ac.il:3000,72
inilme-dev,72
192.168.2.93,72
115.146.90.226,72
hiro.cs.nmsu.edu:8083,72
10.9.5.14:8080,72
54.40.223.253:8080,72
10.59.21.27,72
est.age.mpg.de,71
hypercompetent.com,71
218.78.209.169,71
hubble.icmb.utexas.edu,71
10.0.0.174:8080,71
10.10.70.154,71
helix.ewi.tudelft.nl,71
genomebrowser.ibers.aber.ac.uk,71
plateforme-genomique-irib-dev.univ-rouen.fr,70
bicoid,70
86.50.168.170:8080,70
10.2.130.133,70
134.192.156.46:8080,70
bionc02.eva.mpg.de:8000,70
172.16.150.235,70
jbrowse.wrightsman.io,70
scicomp-pc-1-1.mpi-cbg.de:8088,70
moea01.u.hpc.mssm.edu,70
genomes.anatomy.otago.ac.nz,70
thehive.otago.ac.nz:8080,70
openlooper.hgc.jp,70
cloud.gmod.org,69
dev.isdb,69
182.162.88.33,69
araport-test.jcvi.org,69
gpweb20.nersc.gov:8081,69
ec2-54-205-140-221.compute-1.amazonaws.com,69
192.168.6.21,69
mutationforecaster.com,69
10.0.1.28:8080,69
biodev.phibred.com,69
meta.jsm.co.jp,69
localhost:9595,69
bio-omics.ex.ac.uk,69
10.9.31.78,69
bison.nzcorp.net:3015,69
flower.bio.uni-potsdam.de,69
analysis.qa.enz.local,69
bioinf-portal.kws.de,69
browser.cgi.bch.uconn.edu,69
127.0.0.1:3232,69
proteinmodelling-server.swansea.ac.uk,69
jbrowse.usav1svgend02.ambrygenetics.local,69
iant.toulouse.inra.fr,68
projects.sbri.org,68
143.210.153.165,68
cbs.ym.edu.tw,68
beckett.iplantc.org:8080,68
reefgenomics.org,68
10.88.37.0,68
ftp.sgn.cornell.edu,68
130.54.124.131,68
smic.reefgenomics.org,68
new-scmccoy.com,68
10.8.10.117,68
10.0.4.114,68
venturia.plantbiology.msu.edu,68
damavand.cs.colostate.edu:8080,68
172.25.92.187:999,68
archer.fhcrc.org,68
conger.bio.indiana.edu:7001,68
rpbuvgalaxyd.ple.roche.com:8080,68
158.109.126.93,68
genomicsal.es,68
192.168.0.25,67
128.131.133.97,67
134.192.156.42:8080,67
jbrowse.ibis-research.com,67
genedenovo.xicp.net:81,67
www.mangarosa.net,67
bias4.nibb.ac.jp:8093,67
swxx.lemontv.me,67
galaxy.dna.affrc.go.jp,67
www.ibinom.com,67
52.90.2.21:8080,67
dev.crrd.mcw.edu,67
evolution.nchu.edu.tw:5438,67
gbrowse.igatechnology.com,67
ec2-54-163-189-41.compute-1.amazonaws.com,67
10.42.0.5:8081,67
182.162.88.21,66
www.stanford.edu,66
lin107,66
192.168.37.131,66
browser.bioinfo.hr,66
10.30.231.85,66
132.187.29.15:8080,66
ec2-52-88-150-104.us-west-2.compute.amazonaws.com,66
10.253.21.10,66
putmantime.github.io,66
www.titinviewer.net,66
mgtaxa-app.jcvi.org:8090,65
piquet.eb.local,65
10.88.37.49:4003,65
10.88.36.67,65
192.168.50.135,65
jgm-cssc.jax.org:7777,65
10.0.0.3,65
www.geisha.arizona.edu,65
localjbrowse.bzh,65
localhost:6060,65
dev.ngc.mcw.edu,65
datasets.app:8002,65
aea.sysu.edu.cn,65
ec2-54-165-168-67.compute-1.amazonaws.com,65
p00701:8080,65
jbrowse.toulouse.inra.fr,64
localhost:18080,64
172.16.5.112,64
54.83.22.152:8080,64
ri.medisapiens.com,64
irvine.hmgc.mcw.edu,64
www.legumeinfo.org,64
ec2-54-67-97-132.us-west-1.compute.amazonaws.com:8080,64
zaglossus.biotech.cdc.gov,64
210.72.92.207,64
jbrowse-7el-server,64
10.88.34.206:8443,64
54.71.236.147:8080,64
sgt.cnag.cat,64
www.spinachbase.org,64
insilico.iari.res.in,63
115.29.243.70,63
192.168.8.113:4003,63
192.168.7.103,63
192.168.12.121,63
192.168.100.64,63
seabass.sanbi.ac.za,63
54.69.78.192,63
app.scbit.org,63
132.236.81.80,63
cypress,63
bf2i300.insa-lyon.fr:7080,63
192.168.1.182,63
watson.plantphys.umu.se:9050,63
52.40.166.60:3000,63
192.168.101.30,63
edwapollo.babs.unsw.edu.au,63
genomesdev.stowers.org:8080,63
yang:8890,63
35.157.6.146,63
192.168.178.38,63
vbsg-velvet.vbsg.slu.se,62
n92552,62
ngspipelines.toulouse.inra.fr:9074,62
131.220.75.88,62
by-onco3,62
www.google.com,62
192.168.1.48,62
bioinfo-web.mpl.ird.fr,62
cys.bios.niu.edu,62
141.219.190.19,62
172.16.20.238,62
labbioinfo.ufpel.edu.br,62
10.96.116.58:8080,62
140.109.55.18,62
localhost:8765,62
10.104.101.112,62
twsaari.com,62
188.166.173.208,62
owen.rgd.mcw.edu,62
dev.soykb.org,61
dicer:8888,61
sbg.qb.fcen.uba.ar,61
150.26.230.34,61
128.200.19.107,61
bumblebee.ingm.ad,61
133.39.116.201,61
apollo-stage.nal.usda.gov:8080,61
222.200.187.211:3838,61
kzdl6022:9080,61
www.bio-bigdata.com,61
cafeteriome.mpimf-heidelberg.mpg.de,61
x-test.platomics.com,61
52.26.92.28,61
localhost:8443,61
172.24.5.29:7894,61
bioserv-test,61
129.194.89.207:8080,61
192.168.52.128,61
192.168.100.252,61
gmod.eecs.wsu.edu,60
yokomori-web.hsis.uci.edu,60
lmeyer0.mtv.corp.google.com,60
acnfp.org:8180,60
download.txgen.tamu.edu,60
10.4.19.212,60
plant1.kazusa.or.jp:8080,60
argus.zuckerman.columbia.edu,60
ec2-50-112-215-129.us-west-2.compute.amazonaws.com,60
firefly.bi.up.ac.za:8080,60
stage.banana-genome-http.cirad.fr,60
efam.nzcorp.net:3030,60
192.168.100.151,60
moffittopsqa.pdx.aws,60
edged128.lanl.gov,60
192.168.1.9:8900,60
www.bovinegenome.org:8080,59
118.138.241.231:8080,59
rbuels-jbrowse-dev.localhost.localdomain,59
hugin.medimmune.com,59
wb02-02.dna.affrc.go.jp,59
129.10.11.144,59
plasmodiophora.toulouse.inra.fr,59
172.21.210.154,59
ec2-54-158-156-112.compute-1.amazonaws.com,59
quiver.archerdx.com,59
10.128.48.24:8083,59
jbrowse.renlab.org,59
grape2,59
10.51.226.125:8443,59
burkholderia.com,59
gbrowse2016.biology.gatech.edu,59
brcwebportal.cos.ncsu.edu,59
192.168.20.188,58
jbrowse.lode,58
bioweb,58
gigaton.sigenae.org,58
pfmakn.local,58
lexicondev.phibred.com:8084,58
medicagohapmap.org,58
analysis.dev.archerdx.com,58
133.50.220.25,58
assembly.ab.wurnet.nl:8082,58
180.76.133.240:28080,58
172.20.20.245:8080,58
bitsdev.monsanto.com,57
172.20.20.103,57
10.4.11.64,57
spruce.plantphys.umu.se:8088,57
localhost:8003,57
10.162.228.69,57
192.168.1.200,57
10.153.182.182,57
122.205.95.10:8080,57
vm64-134.iplantcollaborative.org,57
mgenome.nig.ac.jp,57
10.96.114.59:8301,57
52.29.104.107,57
10.10.41.223,57
jt6-cosmic.sandbox.sanger.ac.uk,57
v0720:8080,57
int-cowpea.org:82,57
172.17.115.207,56
nzafar-lx.jcvi.org:8080,56
myzus.genouest.org:8090,56
192.168.13.226,56
ngspipelines.toulouse.inra.fr:9007,56
192.168.1.147:8080,56
ec2-54-234-94-20.compute-1.amazonaws.com,56
eco-bioinf1:8080,56
192.168.211.51,56
www.bioinfo.ieo.eu,56
222.125.2.138,56
192.168.50.215,56
192.168.177.32,56
vpbrowse.org:8000,56
angiosperm.org,56
35.157.25.43,56
public.webapollo.helicoverpa.org:8080,55
eco-thomas1:8080,55
gbcs,55
node0.zetabio.com,55
147.46.206.75,55
132.248.220.228,55
192.168.79.87,55
218.106.117.178:9713,55
genome.taejoonlab.org,55
chrx,55
138.253.197.246,55
222.29.101.251,55
ec2-54-91-228-246.compute-1.amazonaws.com,55
192.168.99.174,54
bio-tako,54
10.4.19.194,54
ec2-54-200-179-75.us-west-2.compute.amazonaws.com,54
dev.wormbase.org,54
10.0.1.24:8080,54
10.10.20.6,54
bioinfo04.bahia.fiocruz.br,54
10.21.160.102,54
ec2-54-193-170-251.us-west-1.compute.amazonaws.com,54
beeblebrox.bc.ic.ac.uk,54
10.88.34.171:8443,54
10.18.101.89,54
localhost:3232,54
assembly.ab.wurnet.nl:8007,54
smdweb.yokohama-cu.ac.jp,54
78.34.13.92:6143,54
192.168.50.14:1336,54
genomeevolution.org,53
meyr.ecs.baylor.edu,53
157.92.24.241:8080,53
10.180.103.202,53
111.93.13.167,53
ares.cdb.riken.jp,53
www.maizegodata.org:8080,53
10.115.118.94,53
192.168.110.15,53
syslab5.nchu.edu.tw,53
sol-dev.plantbiology.msu.edu,53
10.11.210.66:8085,53
52.37.44.98,53
galaxy-1,53
35.157.41.136,53
152.16.199.197,52
gna-phylo.nhm.ac.uk,52
www.aplysiagenetools.org,52
ngspipelines-sigenae.toulouse.inra.fr:9001,52
cgp-gbrowse-test.internal.sanger.ac.uk,52
137.82.4.123,52
www.hitseq.com.cn,52
10.67.229.187,52
watson.plantphys.umu.se:8802,52
citrusgreening-test.sgn.cornell.edu,52
54.201.104.101,52
192.168.8.246:9988,52
10.11.210.67:8085,52
192.168.202.9,52
10.102.32.27,52
eschscholzia.kazusa.or.jp,52
35.156.71.67,52
35.156.155.113,52
134.226.152.66,51
mgtaxa-dev.jcvi.org:8090,51
phenomebrowser.net,51
192.168.80.128,51
hyun-imac,51
64.79.105.19,51
camel,51
ccgrb.kongju.ac.kr,51
54.148.54.148,51
www.bioinfodata.org,51
ukulele.caltech.edu:8080,51
192.168.0.107,51
54.207.113.253:8080,51
cassava-genome.ciat.cgiar.org:81,51
10.4.19.128,51
raid2016.nibb.ac.jp:8000,51
132.236.156.138,51
10.0.12.64,51
aphrodite:8080,51
10.0.100.66,50
jbrow.se,50
urgi146:8080,50
ec2-54-81-244-25.compute-1.amazonaws.com,50
elvis.misc.cranfield.ac.uk:8021,50
10.26.25.165,50
simrbase,50
jeffreys-macbook-pro.local,50
10.88.36.49,50
10.200.0.171,50
localhost:38080,50
172.20.20.244,50
sulab.scripps.edu:8000,50
180.208.58.19:8000,50
192.168.209.128,50
133.6.22.11,50
jbrowse-dev.lisanwanglab.org,50
192.168.11.34,49
ec2-75-101-239-219.compute-1.amazonaws.com,49
uscalx1274.nibr.novartis.net,49
mandolin2.caltech.edu:8080,49
ec2-54-204-226-46.compute-1.amazonaws.com,49
v0386,49
10.88.33.44:4004,49
130.92.155.128,49
137.53.18.32,49
sorghumjb.sanbi.ac.za,49
granite.med.yale.edu,49
genegarden.com,49
bengal.cin.ucsf.edu:8080,49
132.236.156.159:8080,49
10.10.213.56,49
bioinfo.cpqam.fiocruz.br,49
ir1pvm-archer1,49
fuchshai.geomar.de,49
biskup.biowiki.org,49
genome.setac.org,49
openstack-192-168-101-219.genouest.org,49
collins-bioinfo.univ-rouen.fr,48
192.168.1.2,48
ec2-54-242-111-135.compute-1.amazonaws.com,48
ec2-54-226-176-157.compute-1.amazonaws.com,48
ec2-54-212-204-29.us-west-2.compute.amazonaws.com:3000,48
54.166.4.87,48
10.0.1.13:8080,48
jbrowse.phibred.com,48
172.21.173.104,48
grch37-cancer.staging.sanger.ac.uk,48
shoegaze.med.yale.edu:8081,48
10.21.146.160,48
localhost:5555,48
benthamiana.sgn.cornell.edu,48
192.168.118.48:8080,48
vm65-189.iplantcollaborative.org,48
hegemon.ucsd.edu,48
ec2-54-234-146-111.compute-1.amazonaws.com,48
172.21.198.121,48
mimi,48
tpla.psc.ac.cn:5000,48
localhost:8088,47
omics,47
wotan,47
128.196.142.94,47
spike.jcvi.org:8090,47
54.227.174.255:8080,47
192.168.7.108,47
10.88.36.57:4003,47
urgi165,47
jbrowse-bus-uat.biotech.cdc.gov,47
172.28.10.232,47
10.88.36.212:8080,47
211.64.140.153,47
localhost:8075,47
www.chenlianfu.com,47
cerrtranscript.umcs.pl,47
www.hardwoodgenomics.org:8080,47
jbrowse.skservers.com,47
deer.myomics.net,47
birchgenome.org,47
dev:8023,47
222.195.92.17,47
10.11.210.37:8085,47
104.197.0.186,47
webapollo.ppglab.org,47
10.19.8.178,47
172.20.20.242,47
galaxy.ple.roche.com:8080,47
10.24.22.46,47
hoekstrapero.rc.fas.harvard.edu,47
diogenes.shef.ac.uk,46
dbmi-web-dev02.dbmi.pitt.edu,46
115.146.86.35:8080,46
bce.bioetanol.cnpem.br,46
sangenix.persistent.co.in,46
150.26.234.79,46
172.20.1.12,46
182.18.161.186:8001,46
ec2-54-197-199-155.compute-1.amazonaws.com,46
ec2-54-198-177-109.compute-1.amazonaws.com,46
palm-genome-trav.cirad.fr,46
192.168.211.35,46
195.252.12.89,46
ppg.robsyme.com:49190,46
192.168.50.175,46
urgi146.versailles.inra.fr,46
rice.abudhabi.nyu.edu,46
crispr.renlab.org,46
csgenome.sggw.pl,46
10.51.226.126:8443,46
ligia.bioinf.be,46
172.20.20.237,46
10.10.20.57,46
helo.ddpsc.org,45
172.17.31.100,45
vbsg-velvet2.vbsg.slu.se,45
129.215.181.19,45
aura.science.unitn.it.,45
babox.chop.edu,45
gene99.dna.affrc.go.jp,45
194.167.77.31:8080,45
bsu-srv.ncl.ac.uk,45
132.74.166.70:3000,45
131.220.75.86:8080,45
csdhcp59.cs.clemson.edu,45
10.43.32.149,45
54.207.71.112:8080,45
server.net,45
192.168.0.50,45
52.89.230.210:8080,45
www2.bc2.unibas.ch,45
service.dev.sgi.bio,45
test.ibinom.com,45
deenabio.ddns.net:8888,45
jbrowse.corp.zoetis.com:9080,45
210.72.92.156,45
10.209.0.204,45
10.6.16.235:8082,44
ks361121.kimsufi.com,44
172.18.218.212,44
jbrowse.usc.edu,44
192.168.0.23,44
vm.bxgenomics.com,44
gmod.igc.gulbenkian.pt,44
tech.1gene.com.cn:8008,44
10.0.0.9:8080,44
cloud-28.genouest.org,44
10.22.55.166,44
cgrd.hzau.edu.cn,44
52.89.233.118:8080,44
vinculin.ucd.ie,44
demodev2.pieriandx.com,44
www.fabienpichon.com,44
sgenome,44
floridahospitalopsqa.pdx.aws,44
140.110.17.13,44
gmod.github.io,44
bbv-ea2106.sciences.univ-tours.fr,44
10.84.2.157,44
localhost:10090,44
ec2-174-129-69-147.compute-1.amazonaws.com,43
137.189.51.48,43
jyang.crg.es:8000,43
bioinf.nl,43
wb04.dna.affrc.go.jp,43
dverdelet,43
localhost:5001,43
it.cbs.umn.edu,43
172.22.220.18,43
10.75.119.195,43
10.0.1.9,43
172.30.0.105,43
192.168.86.196,43
acarlab.net,43
192.168.122.155,43
vm64-197.iplantcollaborative.org,43
192.168.1.230:90,43
sjc1gehc01.crd.ge.com,43
biowebprod01.nhgri.nih.gov,43
img-jbrowse-test.jgi.doe.gov,43
assay.sandbox.enz.local,43
icugi1.plantshub.net,43
mmodev,43
bubhub.bumc.bu.edu,43
plantg4.lab.nig.ac.jp,42
gmc.freelogy.org,42
localhost:1010,42
pgmpath2,42
192.168.0.109,42
privatezome.jgi.doe.gov,42
dev1.asalbase.org,42
watson.plantphys.umu.se:8787,42
bcid.ca,42
embio.yonsei.ac.kr,42
192.168.1.71:8080,42
52.91.70.59:8080,42
10.201.158.202:88,42
192.168.122.92,42
q2opsqa.pdx.aws,42
hackensackopsqa.pdx.aws,42
revgenomics.com,42
bioinformatica.cenicana.org,42
mallorn.pirbright.ac.uk,42
simrbasedev.sgc.loc:8080,42
titan,42
202.116.161.95:10086,42
192.168.100.61,42
ssl.biomax.de:8810,42
biogpu.i3m.upv.es,41
162.209.91.96,41
www.benagen.com,41
192.168.1.124,41
kkhdk:9980,41
141.76.38.47,41
localhost:9016,41
jbrowse.asu.biocant.pt,41
jbrowse-test.bioinformatics.csiro.au,41
54.186.163.72,41
osler.hmgc.mcw.edu,41
www.ficuscarica-genometest.tk,41
urgi173,41
opossumbase.org:8080,41
192.168.0.7:8080,41
122.205.68.2:8080,41
gpsdev3.pieriandx.com,41
144.6.226.228,41
neuroseq-web.int.janelia.org:81,41
akh-staging.platomics.com,41
ec2-52-53-234-20.us-west-1.compute.amazonaws.com:8080,41
ec2-54-158-125-50.compute-1.amazonaws.com,41
10.1.108.144,41
150.254.120.191,41
ngspipelines.toulouse.inra.fr:9002,40
10.200.207.67,40
rckblast02.brel.local,40
192.168.1.65,40
210.46.85.204,40
www.polebio.lrsv.ups-tlse.fr,40
stewie.lan,40
cazy208,40
ngspipelines.toulouse.inra.fr:9017,40
faculty.cs.tamu.edu,40
199.241.162.79,40
stage.banana-genome.cirad.fr,40
loris.amu.edu.pl,40
165.91.109.102,40
54.68.148.240,40
dev.orygenesdb.cirad.fr,40
lipm-hal.toulouse.inra.fr,40
10.37.0.241,40
aestivum:8080,40
dynamiterice.org,40
192.168.50.206,40
dev1.ab.wurnet.nl:8006,40
ec2-54-209-241-186.compute-1.amazonaws.com,40
reefgenomics.com,39
ec2-54-254-226-139.ap-southeast-1.compute.amazonaws.com:4003,39
xenbase-bio1.ucalgary.ca,39
www.ngl-science.com,39
ec2-54-86-183-240.compute-1.amazonaws.com,39
bioinf-thanks.mind.meiji.ac.jp,39
sitar2.caltech.edu:8080,39
bioinf.uni-greifswald.de,39
192.168.50.77,39
cassava-test.sgn.cornell.edu,39
aztec:8081,39
www.artichokegenome.unito.it,39
bias4.nibb.ac.jp:8095,39
172.16.54.4,39
clovergarden.jp,39
172.20.20.246:8080,39
public.dobzhanskycenter.ru,39
friday.iplantc.org,38
www.beanbeetles.org,38
127.0.0.1:3080,38
170.223.248.159,38
venus.psc.riken.jp:8080,38
localhost:20000,38
gmod-dev:8080,38
protozoan.bradley.edu,38
ohrm-ncig.anu.edu.au,38
172.21.210.155,38
168.122.90.75,38
biowebdev01.nhgri.nih.gov,38
127.0.0.1:4000,38
bda205.us.osc.oracle.com:7003,38
10.2.42.26,38
10.88.36.27:4008,38
10.130.24.200:8003,38
192.168.1.116,38
192.168.0.47:8085,38
ec2-54-87-252-109.compute-1.amazonaws.com,38
bd.lisanwanglab.org,38
dev.sophiagenetics.com,37
54.227.174.255,37
202.202.1.217,37
salix-genome.vps.slu.se,37
dev2.tutegenomics.com,37
jcbl.jp,37
uk2as040,37
202.202.121.138,37
52.10.125.194:8080,37
vm-web-apollo.igs.luminy:8080,37
192.168.178.129,37
130.60.200.50,37
141.40.118.40:7080,37
10.6.1.26,37
solgenomics.wur.nl.,37
52.7.10.141,37
assembly.ab.wurnet.nl:8081,37
10.46.169.69:8080,37
10.20.2.26:8081,37
localhost:10000,37
192.168.44.128,36
ec2-54-211-123-168.compute-1.amazonaws.com:8080,36
198.128.42.11:8080,36
by-onco2:3000,36
147.99.108.61:9011,36
belen:58303,36
192.168.13.219:8080,36
brinaga.nig.ac.jp:8080,36
192.168.138.103,36
10.104.57.49,36
195.252.12.156,36
www.statgen.nus.edu.sg,36
peanutbase-dev.agron.iastate.edu,36
192.168.1.41,36
146.118.97.5,36
rosaceae.org,36
arctsts.enhnet.org,36
jbrowse-beta.labs.intermine.org,36
192.168.5.172,36
galaxydev.sanbi.ac.za,36
demo3.genaris.com,36
146.148.66.109,36
ec2-54-167-182-30.compute-1.amazonaws.com,36
gpsdevp.pdx.aws,36
moffittdevqa.pdx.aws,36
localhost:10002,36
140.112.183.208:49994,36
horsegram.kazusa.or.jp,36
192.168.20.77,36
jbrowse-ibinom.com,36
jbrowse.local,35
134.245.171.51,35
ngspipelines-sigenae.toulouse.inra.fr:9050,35
resources.boseinst.ernet.in:591,35
localhost:2345,35
cas-maize.cas.unt.edu:8090,35
ec2-54-254-247-153.ap-southeast-1.compute.amazonaws.com,35
134.94.65.27,35
www.cpib.ac.uk,35
192.168.174.69,35
tbioinfopb1.pine-biotech.com:3000,35
test.ibinom.com:8200,35
cbr1.inbiosis.org,35
bartontools.dpb.carnegiescience.edu,35
10.116.52.10,35
jbrowse.biochen.com,35
120.27.120.99,35
tfiid.med.harvard.edu,35
172.21.198.120,35
172.20.20.238,35
192.168.20.33,35
192.168.20.100,35
172.17.0.22,35
54.244.83.231,35
oilcrops.info:8080,34
10.4.19.86,34
localhost:20080,34
54.83.48.155,34
10.88.36.65,34
134.192.156.45,34
localhost:8084,34
anybase.cgrb.oregonstate.edu,34
47.20.63.142:85,34
10.0.0.104,34
144.214.75.205:7890,34
192.168.1.44,34
archer.stjude.org,34
52.88.217.148:8080,34
192.168.0.100:8000,34
10.20.14.32,34
efam.nzcorp.net:3015,34
albiorix.bioenv.gu.se,34
worker4.cornut.org,34
www.thenerdwerks.com,34
bouzouki.bio.cs.cmu.edu,34
142.150.214.76,34
prashantiopsqa.pdx.aws,34
192.168.50.15:1338,34
localhost:8200,34
mysites,34
bika.sanbi.ac.za:8080,34
172.16.2.203,34
ec2-52-91-124-202.compute-1.amazonaws.com,34
apple.nwafu.edu.cn,34
10.60.64.236,34
pevzner.bioinformatics.nl:8007,34
vm188031-genetik.hosting.uni-hannover.de,34
genome.lanl.gov:8001,33
mgtaxa-dev:8090,33
129.130.115.203:8080,33
www.animalgenome.org:2211,33
ec2-54-226-199-1.compute-1.amazonaws.com,33
192.168.192.243:8080,33
echinobase.org,33
166.111.156.51,33
it060337.massey.ac.nz,33
192.168.72.54,33
148.247.230.41,33
petunia-test-webapollo.sgn.cornell.edu,33
meta,33
192.168.45.238,33
ix.bi.up.ac.za:7777,33
monevbiogen.or.id,33
10.80.52.210,33
52.89.149.42:8080,33
192.168.50.235,33
141.89.223.169,33
sop1rna.inra.fr,33
dh1981,33
192.168.100.154,33
192.108.24.34:8086,33
172.17.21.155,33
192.168.20.69,33
reich.hms.harvard.edu,33
hhvarcherp01.tmh.tmhs,33
129.206.99.165:31415,33
202.121.178.198,33
ice-alpha.integragen.com,33
192.168.12.160,33
ec2-50-18-18-215.us-west-1.compute.amazonaws.com,32
ec2-184-72-138-72.compute-1.amazonaws.com,32
apollo-fungi.csiro.au:8080,32
gpweb23.nersc.gov,32
ec2-54-225-20-184.compute-1.amazonaws.com,32
54.221.252.102,32
192.168.1.129,32
144.92.92.126:8005,32
antqueenserver.tk,32
genome1.integragen.com,32
192.168.2.2:8080,32
ec2-54-84-133-0.compute-1.amazonaws.com,32
maple.lsd.ornl.gov,32
run.jsbin.com,32
172.20.1.12:81,32
172.20.26.72,32
150.164.24.106:8585,32
192.168.137.250,32
192.168.1.2:9080,32
watson.plantphys.umu.se:8201,32
140.120.203.85,32
10.110.156.234:84,32
192.168.1.20,32
192.168.222.16,32
wrightsman.io,32
hsp.e-nome.xyz,32
caus.reefgenomics.org,32
sjcbioweb01.driscolls.com:8080,32
wakeforestopsqa.pdx.aws,32
52.39.183.154:3000,32
ec2-52-91-159-21.compute-1.amazonaws.com,32
d3ryb6fdebgpg.cloudfront.net,32
lmbv012.cnptia.embrapa.br:8080,32
candidagenome.org,32
192.168.56.104:1337,32
192.168.225.23,32
52.54.120.19:1337,32
ecco-webserver1.sharcnet.ca,31
ngspipelines.toulouse.inra.fr:9000,31
biopopdb.snu.ac.kr,31
147.46.206.64:8080,31
192.168.100.21,31
saki.siit.tu.ac.th,31
192.168.80.133,31
172.16.5.72,31
10.5.1.48:8080,31
128.196.142.22,31
ec2-54-224-167-236.compute-1.amazonaws.com,31
134.53.97.215,31
144.173.147.24,31
urgi191,31
86.50.168.176:8080,31
130.56.249.63:8080,31
ec2-54-208-175-136.compute-1.amazonaws.com,31
54.84.31.86,31
cl3galaxy.keygene.local,31
10.1.12.23:8080,31
10.114.139.248,31
131.220.75.64:8080,31
nopetridish.com,31
www2.ngl-science.com,31
192.168.1.160,31
www.picme.at,31
136.159.155.139,31
192.168.13.129,31
172.20.20.219,31
asgdb.org,31
86.119.30.126,31
172.28.1.172:1337,31
localhost:9033,31
