trackCount separated into bins (last 12 months, > 100 hits)
host,'0-100,'100-200,'200-500,'500-1000,'1000-2000,'2000-5000,'5000-10000,'10000-20000,'>20000,trackCount,hits
d15hswjloo3c4x.cloudfront.net,3127,0,0,0,0,0,0,0,0,3127,
urgi148:8080,133,0,0,0,0,0,0,0,0,133,
abims.sb-roscoff.fr,1182,0,0,0,0,0,0,0,0,1182,
www.bowhead-whale.org,849,0,0,0,0,0,0,0,0,849,
bowhead-whale.org,221,0,0,0,0,0,0,0,0,221,
mmodev2:8085,158,0,0,0,0,0,0,0,0,158,
pm.sysu.edu.cn,114,0,0,0,0,0,0,0,0,114,
192.168.142.129,225,0,0,0,0,0,0,0,0,225,
shigen.nig.ac.jp,405,0,0,0,0,0,0,0,0,405,
bioinfolab.miamioh.edu,436,0,0,0,0,0,0,0,0,436,
dnasubway.iplantcollaborative.org,451,0,0,0,0,0,0,0,0,451,
202.97.205.69:84,931,0,0,0,0,0,0,0,0,931,
10.10.20.130,116,0,0,0,0,0,0,0,0,116,
biored.ddns.net,1496,0,0,0,0,0,0,0,0,1496,
bnlvarcaqa.labcorp.com,127,0,0,0,0,0,0,0,0,127,
54.68.127.47,179,0,0,0,0,0,0,0,0,179,
analysis.tch.harvard.edu,119,0,0,0,0,0,0,0,0,119,
fireflygenomebrowser.wi.mit.edu,262,0,0,0,0,0,0,0,0,262,
uw.analysis.archerdx.com,164,0,0,0,0,0,0,0,0,164,
172.20.20.243,932,0,0,0,0,0,0,0,0,932,
findfusions.com,218,0,0,0,0,0,0,0,0,218,
192.168.1.76,4920,0,0,0,0,0,0,0,0,4920,
200.144.244.219:8080,195,0,0,0,0,0,0,0,0,195,
ijgvd.megabank.tohoku.ac.jp,3022,0,0,0,0,0,0,0,0,3022,
10.88.33.44:8443,224,0,0,0,0,0,0,0,0,224,
assay.archerdx.com,1508,0,0,0,0,0,0,0,0,1508,
vollbrechtlab.org,216,0,0,0,0,0,0,0,0,216,
urgi.versailles.inra.fr,275,0,0,0,0,0,0,0,0,275,
zhoulab5.rccc.ou.edu,209,0,0,0,0,0,0,0,0,209,
sgt.cnag.cat,156,0,0,0,0,0,0,0,0,156,
217.146.218.134,128,0,0,0,0,0,0,0,0,128,
10.37.0.245,104,0,0,0,0,0,0,0,0,104,
vollbrecht-jbrowse.gdcb.iastate.edu,100,0,0,0,0,0,0,0,0,100,
54.201.156.29,239,0,0,0,0,0,0,0,0,239,
10.22.58.249,625,0,0,0,0,0,0,0,0,625,
172.20.20.228,353,0,0,0,0,0,0,0,0,353,
gbdev.nig.ac.jp,743,0,0,0,0,0,0,0,0,743,
172.20.20.244,178,0,0,0,0,0,0,0,0,178,
target.sbg.qb.fcen.uba.ar,2264,0,0,0,0,0,0,0,0,2264,
vollbrechtlab.gdcb.iastate.edu,215,0,0,0,0,0,0,0,0,215,
radish.kazusa.or.jp,160,0,0,0,0,0,0,0,0,160,
demo.pieriandx.com,1669,0,0,0,0,0,0,0,0,1669,
apollo.vital-it.ch,745,0,0,0,0,0,0,0,0,745,
staging.genomenext.com,140,0,0,0,0,0,0,0,0,140,
10.21.1.56,108,0,0,0,0,0,0,0,0,108,
web.bioinformatics.ic.ac.uk,141,0,0,0,0,0,0,0,0,141,
bioinfo.ihb.ac.cn,481,0,0,0,0,0,0,0,0,481,
bio-dev-jbrowse-01.dev.rd.rijkzwaan.net,424,0,0,0,0,0,0,0,0,424,
backend.clingon-mds.com,112,0,0,0,0,0,0,0,0,112,
webapollo.science.uu.nl:8080,328,0,0,0,0,0,0,0,0,328,
whiteflygenomics.org,3794,0,0,0,0,0,0,0,0,3794,
192.168.1.115,5847,0,0,0,0,0,0,0,0,5847,
www.burkholderia.com,242,0,0,0,0,0,0,0,0,242,
rayfin.uoregon.edu,149,0,0,0,0,0,0,0,0,149,
dxarch04.ignyta.local,1024,0,0,0,0,0,0,0,0,1024,
133.26.84.168,180,0,0,0,0,0,0,0,0,180,
aquarius.mskcc.org,381,0,0,0,0,0,0,0,0,381,
ngs-path02.lumcnet.prod.intern:8888,570,0,0,0,0,0,0,0,0,570,
www.whiteflygenomics.org,1786,0,0,0,0,0,0,0,0,1786,
localhost:8084,362,0,0,0,0,0,0,0,0,362,
www.brh2.jp,534,0,0,0,0,0,0,0,0,534,
www.serioladb.org,112,0,0,0,0,0,0,0,0,112,
www.jcvi.org,283,0,0,0,0,0,0,0,0,283,
archer,203,0,0,0,0,0,0,0,0,203,
dh135,399,0,0,0,0,0,0,0,0,399,
apollo.nematodegenomes.org,747,0,0,0,0,0,0,0,0,747,
web.malab.cn,155,0,0,0,0,0,0,0,0,155,
10.8.10.75,103,0,0,0,0,0,0,0,0,103,
10.22.57.121,332,0,0,0,0,0,0,0,0,332,
www.bio-bigdata.net,137,0,0,0,0,0,0,0,0,137,
10.253.21.69,253,0,0,0,0,0,0,0,0,253,
bioinf.xmu.edu.cn,401,0,0,0,0,0,0,0,0,401,
archer4011ipu.chop.edu,110,0,0,0,0,0,0,0,0,110,
citrus.dna.affrc.go.jp,128,0,0,0,0,0,0,0,0,128,
rpbuvgalaxyd.ple.roche.com:8080,269,0,0,0,0,0,0,0,0,269,
www.swissregulon.unibas.ch,680,0,0,0,0,0,0,0,0,680,
10.93.132.63,143,0,0,0,0,0,0,0,0,143,
185.45.23.197:5080,126,0,0,0,0,0,0,0,0,126,
galaxy.cineca.it,709,0,0,0,0,0,0,0,0,709,
hpc-bioinformatics.cineca.it,164,0,0,0,0,0,0,0,0,164,
knowpulse.usask.ca:8080,119,0,0,0,0,0,0,0,0,119,
54.237.218.249,116,0,0,0,0,0,0,0,0,116,
genome.lygos.com,258,0,0,0,0,0,0,0,0,258,
140.120.203.44,53604,0,0,0,0,0,0,0,0,53604,
www.genome.arizona.edu,835,0,0,0,0,0,0,0,0,835,
kitbase.ucdavis.edu,1419,0,0,0,0,0,0,0,0,1419,
192.168.187.128,103,0,0,0,0,0,0,0,0,103,
plmine.mpi-cbg.de:8088,5552,0,0,0,0,0,0,0,0,5552,
smic.reefgenomics.org,121,0,0,0,0,0,0,0,0,121,
192.168.5.57,174,0,0,0,0,0,0,0,0,174,
modem.hzau.edu.cn,198,0,0,0,0,0,0,0,0,198,
192.168.52.128,903,0,0,0,0,0,0,0,0,903,
webblast.ipk-gatersleben.de,114,0,0,0,0,0,0,0,0,114,
asm-microsvcs01.l.synthgeno.global:8989,139,0,0,0,0,0,0,0,0,139,
asgdb.org,135,0,0,0,0,0,0,0,0,135,
bias4.nibb.ac.jp:8113,131,0,0,0,0,0,0,0,0,131,
arcprds.enhnet.org,141,0,0,0,0,0,0,0,0,141,
ebi-cli-003:8080,154,0,0,0,0,0,0,0,0,154,
dev.gensas.org:8443,114,0,0,0,0,0,0,0,0,114,
78.34.13.92:6143,437,0,0,0,0,0,0,0,0,437,
genome.setac.org,669,0,0,0,0,0,0,0,0,669,
gene.dev203.linkdoc.com,139,0,0,0,0,0,0,0,0,139,
alejandropc:3232,102,0,0,0,0,0,0,0,0,102,
salmonbase.org,291,0,0,0,0,0,0,0,0,291,
mangobase.org,151,0,0,0,0,0,0,0,0,151,
www.gene.bio,150,0,0,0,0,0,0,0,0,150,
planmine.mpi-cbg.de:8088,18474,0,0,0,0,0,0,0,0,18474,
bioinfor.org,347,0,0,0,0,0,0,0,0,347,
bacster.phibred.com,259,0,0,0,0,0,0,0,0,259,
www.cazy.org,1199,0,0,0,0,0,0,0,0,1199,
cazy212.afmb.local,1022,0,0,0,0,0,0,0,0,1022,
www.bioinfor.org,116,0,0,0,0,0,0,0,0,116,
hoekstrapero.rc.fas.harvard.edu,538,0,0,0,0,0,0,0,0,538,
rio.nzcorp.net,389,0,0,0,0,0,0,0,0,389,
bioserv02,264,0,0,0,0,0,0,0,0,264,
tesla.pcbi.upenn.edu,717,0,0,0,0,0,0,0,0,717,
db.cbi.pku.edu.cn,626,0,0,0,0,0,0,0,0,626,
gene.linkdoc.com,144,0,0,0,0,0,0,0,0,144,
bis.zju.edu.cn,504,0,0,0,0,0,0,0,0,504,
galaxy-mel.genome.edu.au,289,0,0,0,0,0,0,0,0,289,
192.168.52.129,401,0,0,0,0,0,0,0,0,401,
mgap.ohsu.edu,311,0,0,0,0,0,0,0,0,311,
localhost:8301,7272,0,0,0,0,0,0,0,0,7272,
210.46.80.146,938,0,0,0,0,0,0,0,0,938,
3dproteome.swan.ac.uk,1564,0,0,0,0,0,0,0,0,1564,
galaxy.ple.roche.com:8080,116,0,0,0,0,0,0,0,0,116,
docker:8080,276,0,0,0,0,0,0,0,0,276,
isyslab.info,319,0,0,0,0,0,0,0,0,319,
moffittdevqa.pdx.aws,124,0,0,0,0,0,0,0,0,124,
gpstest.pieriandx.com,163,0,0,0,0,0,0,0,0,163,
mayotest.pieriandx.com,192,0,0,0,0,0,0,0,0,192,
fahc.pieriandx.com,1680,0,0,0,0,0,0,0,0,1680,
aventus.pieriandx.com,922,0,0,0,0,0,0,0,0,922,
wakeforest.pieriandx.com,398,0,0,0,0,0,0,0,0,398,
alphagenomix.pieriandx.com,578,0,0,0,0,0,0,0,0,578,
moffitt.pieriandx.com,3542,0,0,0,0,0,0,0,0,3542,
uva.pieriandx.com,1074,0,0,0,0,0,0,0,0,1074,
sch.pieriandx.com,354,0,0,0,0,0,0,0,0,354,
gps.pieriandx.com,4027,0,0,0,0,0,0,0,0,4027,
cedarssinai.pieriandx.com,587,0,0,0,0,0,0,0,0,587,
northshore.pieriandx.com,881,0,0,0,0,0,0,0,0,881,
floridahospital.pieriandx.com,266,0,0,0,0,0,0,0,0,266,
hli.pieriandx.com,296,0,0,0,0,0,0,0,0,296,
nm.pieriandx.com,319,0,0,0,0,0,0,0,0,319,
uab.pieriandx.com,1414,0,0,0,0,0,0,0,0,1414,
nextmolecular.pieriandx.com,439,0,0,0,0,0,0,0,0,439,
192.168.1.221:8004,100,0,0,0,0,0,0,0,0,100,
dartmouth.pieriandx.com,590,0,0,0,0,0,0,0,0,590,
10.131.101.159:8080,139,0,0,0,0,0,0,0,0,139,
mgl.pieriandx.com,225,0,0,0,0,0,0,0,0,225,
careexpress.6655.la:17916,613,0,0,0,0,0,0,0,0,613,
pathogenseq.lshtm.ac.uk,1497,0,0,0,0,0,0,0,0,1497,
regadb.bahia.fiocruz.br,306,0,0,0,0,0,0,0,0,306,
kumamushi.org,107,0,0,0,0,0,0,0,0,107,
efam.nzcorp.net,2332,0,0,0,0,0,0,0,0,2332,
gryc.inra.fr,7341,0,0,0,0,0,0,0,0,7341,
aiptasia.reefgenomics.org,461,0,0,0,0,0,0,0,0,461,
langelabtools.wsu.edu,135,0,0,0,0,0,0,0,0,135,
54.166.140.4,279,0,0,0,0,0,0,0,0,279,
togogenome.org,1130,0,0,0,0,0,0,0,0,1130,
localhost:3080,129,0,0,0,0,0,0,0,0,129,
www.artichokegenome.unito.it,190,0,0,0,0,0,0,0,0,190,
dna-marker.biocenter.helsinki.fi:8084,121,0,0,0,0,0,0,0,0,121,
192.248.21.78:8084,386,0,0,0,0,0,0,0,0,386,
amphimedon.qcloud.qcif.edu.au,171,0,0,0,0,0,0,0,0,171,
chlambase.org,1451,0,0,0,0,0,0,0,0,1451,
icugi3.feilab.net,204,0,0,0,0,0,0,0,0,204,
103.25.231.42,166,0,0,0,0,0,0,0,0,166,
repeatexplorer-elixir.cerit-sc.cz,220,0,0,0,0,0,0,0,0,220,
wikigenomes.org,690,0,0,0,0,0,0,0,0,690,
webs.iiitd.edu.in,155,0,0,0,0,0,0,0,0,155,
browse2.big.ac.cn,273,0,0,0,0,0,0,0,0,273,
www.vaccinium.org,455,0,0,0,0,0,0,0,0,455,
34.201.39.192,282,0,0,0,0,0,0,0,0,282,
uweb,339,0,0,0,0,0,0,0,0,339,
lncrna.big.ac.cn,4406,0,0,0,0,0,0,0,0,4406,
naked-mole-rat.org,180,0,0,0,0,0,0,0,0,180,
www.rgenome.net,1497,0,0,0,0,0,0,0,0,1497,
darter2.westga.edu,832,0,0,0,0,0,0,0,0,832,
www.naked-mole-rat.org,755,0,0,0,0,0,0,0,0,755,
jbrowse.girg.um.edu.my,133,0,0,0,0,0,0,0,0,133,
147.100.164.47,255,0,0,0,0,0,0,0,0,255,
botryllus.stanford.edu,421,0,0,0,0,0,0,0,0,421,
ncig-genomebrowser.anu.edu.au,160,0,0,0,0,0,0,0,0,160,
163.26.2.35,146,0,0,0,0,0,0,0,0,146,
localhost:10090,107,0,0,0,0,0,0,0,0,107,
jbrowse.zflnc.org,127,0,0,0,0,0,0,0,0,127,
146.118.64.11,174,0,0,0,0,0,0,0,0,174,
ci.kbase.us,108,0,0,0,0,0,0,0,0,108,
cgbase.arkgene.com,450,0,0,0,0,0,0,0,0,450,
130.56.102.10,181,0,0,0,0,0,0,0,0,181,
172.22.220.29,278,0,0,0,0,0,0,0,0,278,
140.110.17.247,426,0,0,0,0,0,0,0,0,426,
211.69.140.136,188,0,0,0,0,0,0,0,0,188,
10.71.115.70,131,0,0,0,0,0,0,0,0,131,
bw.scottcain.net,455,0,0,0,0,0,0,0,0,455,
agripestbase.org,163,0,0,0,0,0,0,0,0,163,
219.245.195.47,106,0,0,0,0,0,0,0,0,106,
arkham.exp.dc.uba.ar,1400,0,0,0,0,0,0,0,0,1400,
nike.snu.ac.kr:7776,276,0,0,0,0,0,0,0,0,276,
192.168.10.222,1759,0,0,0,0,0,0,0,0,1759,
www.spinachbase.org,2133,0,0,0,0,0,0,0,0,2133,
dbsecsys.bhsai.org,386,0,0,0,0,0,0,0,0,386,
202.120.41.217,234,0,0,0,0,0,0,0,0,234,
pennycress.umn.edu,177,0,0,0,0,0,0,0,0,177,
jbrowse.alliancegenome.org,2530,0,0,0,0,0,0,0,0,2530,
human3dproteome.com,2404,0,0,0,0,0,0,0,0,2404,
218.189.16.133,124,0,0,0,0,0,0,0,0,124,
penguin.genomics.cn,337,0,0,0,0,0,0,0,0,337,
sasdb.medgenome.com:9443,117,0,0,0,0,0,0,0,0,117,
202.195.250.106,101,0,0,0,0,0,0,0,0,101,
jbrowse-dev.alliancegenome.org,114,0,0,0,0,0,0,0,0,114,
10.192.36.17:8080,283,0,0,0,0,0,0,0,0,283,
peanutgr.fafu.edu.cn,479,0,0,0,0,0,0,0,0,479,
